ELEITO,SQ_CANDIDATO,CD_CARGO,NR_IDADE_DATA_POSSE,CD_GENERO,CD_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,CD_COR_RACA,CD_OCUPACAO,CD_REELEICAO,VR_BEM_CANDIDATO,QT_VOTOS_NOMINAIS
0,160001622017,6,430,2,8,1,3,257,0,5851865,640
0,60001603527,7,620,4,8,3,3,257,0,26655417,708
0,190001613480,6,570,2,6,3,1,257,0,101695,2876
0,270001649251,6,650,2,8,3,1,142,0,6930151000000000,544
0,170001619697,7,500,2,6,1,1,278,0,58884192,19295
0,170001610951,7,410,4,8,3,3,114,0,1920000,635
1,50001607294,7,410,2,8,3,3,125,0,386760006,76455
1,210001601638,7,520,2,8,3,1,232,0,184871364,59648
0,20001653891,6,510,2,8,3,3,296,0,135815184,34097
0,130001653896,7,400,4,8,9,1,257,0,1700000,13
0,90001650663,6,650,4,5,1,3,257,0,27500000,2938
0,160001716126,7,540,2,7,3,3,593,0,1898000,36327
0,110001623292,6,570,4,8,9,1,131,0,313030877,1054
0,70001654536,8,380,4,8,9,3,257,0,3020000,380
0,80001621164,7,310,2,8,1,3,257,0,4889661,4376
1,70001595684,6,500,2,8,3,3,277,0,59449784,54557
0,160001716161,7,520,2,6,3,1,298,0,12885714,2031
0,250001597780,7,660,4,8,9,1,297,0,2530000,352
0,120001597642,7,600,2,8,3,1,278,0,10824622,3120
0,50001615385,6,440,2,8,3,1,131,0,20040190,1299
0,160001623116,7,480,2,8,3,1,131,0,7461268200000000,14410
0,210001597034,7,480,2,8,3,1,257,0,14269480,8650
0,130001603606,6,510,2,8,3,1,910,0,64141857,4665
0,190001723556,6,540,2,6,3,1,246,0,170000,177
0,160001717472,6,520,2,5,3,1,298,0,100000,298
0,130001604299,6,420,2,8,3,1,125,0,63315873,16355
0,250001612290,7,420,4,8,3,1,999,0,14350000,685
0,190001649573,7,520,2,6,3,3,298,0,32680,1207
0,170001609065,6,530,4,6,3,2,999,0,375000,1887
0,130001645105,6,830,4,4,1,2,923,0,1300000,18
0,210001696555,6,470,2,4,3,1,257,0,2300000,525
0,80001621241,6,680,2,8,9,1,303,0,316450,68
0,210001601659,7,500,2,4,3,2,999,0,2500000,930
0,160001717264,7,510,2,8,3,3,303,0,100000,930
0,250001643816,7,480,4,6,1,3,125,0,20070000,139
0,250001611348,6,440,2,8,3,2,999,0,9810,944
0,160001621840,6,550,2,4,3,1,402,0,260000,3104
0,130001604297,6,400,4,6,9,3,170,0,90000,410
0,70001643986,8,440,4,8,1,3,131,0,290000,97
0,260001618220,7,750,2,5,1,1,117,0,120000,97
1,240001614384,7,400,2,8,3,1,131,0,81927496,36923
0,140001600268,7,400,2,8,3,3,124,0,2332700,1528
0,120001598651,7,460,2,8,3,1,243,0,9008644,1584
0,260001668632,6,430,4,8,3,1,297,0,37690296,5349
0,240001610790,6,600,2,8,3,1,257,0,84804448,1309
0,60001633812,7,690,4,8,1,2,113,0,1950000,50
0,50001647057,7,610,2,8,3,3,101,0,954221154,4264
0,120001650735,6,440,2,6,1,2,278,0,44847169,12241
0,60001635803,7,450,4,6,3,2,511,0,320000,159
0,50001620007,7,550,2,8,3,1,999,0,75259552,20941
0,250001606095,6,660,2,4,3,1,277,1,9305000,64137
0,140001721229,7,440,2,7,9,3,153,0,644500,315
0,160001716146,7,430,2,8,1,3,131,0,30017589,13039
0,160001716318,6,330,2,8,3,1,395,0,1050000,1512
0,190001609747,6,450,2,6,1,3,254,0,410000,1744
0,160001723244,7,520,2,6,3,1,254,0,50000,406
0,250001612283,7,750,2,8,3,3,999,0,88789261,166
0,170001613275,6,330,2,8,1,1,257,0,9200000,2762
0,130001615658,7,500,2,6,3,1,921,0,4490000,1561
0,90001715445,6,410,4,8,3,3,581,0,220045886,2469
0,170001605497,7,520,2,6,3,3,257,0,450000,305
0,210001621311,7,300,2,6,1,1,278,0,4300000,11585
0,90001695140,7,390,2,8,1,3,999,0,3150000,568
1,250001610201,7,580,4,8,3,1,277,1,5833966,68955
0,250001610186,7,470,2,8,3,3,233,0,3175000,9488
0,250001621460,7,500,2,8,3,1,233,0,352460,798
0,130001611588,7,340,2,8,3,1,171,0,1947991,10531
0,140001611713,6,460,4,8,1,3,266,0,800000,301
0,40001609380,6,500,4,8,9,3,171,0,4568407,2432
0,130001613391,6,550,4,8,9,1,131,0,36760000,3623
1,50001621035,6,420,2,8,3,1,277,1,26303361,147711
0,50001619850,6,530,2,8,3,3,235,0,52593098,4266
0,240001647324,6,430,2,6,1,1,298,0,2040000,453
0,250001677871,6,470,2,8,9,1,999,0,4000000,192
0,190001722093,7,350,2,6,3,2,257,0,22000000,5018
0,100001632867,6,410,2,6,3,1,394,0,723800,339
0,60001608823,7,410,2,5,3,3,702,0,520000,1573
0,260001691563,6,570,4,6,9,3,999,0,2000000,35
0,70001616710,8,510,4,8,1,2,999,0,4230000,779
0,100001669455,7,360,4,6,1,2,999,0,1500000,305
0,140001615710,6,570,2,8,3,3,121,0,1737325,10635
0,170001613262,6,380,2,8,1,1,257,0,3483662,16859
0,190001609781,7,540,2,5,9,1,999,0,157500,3150
0,80001621169,7,580,2,8,3,3,125,0,6067847,6238
0,50001606407,7,700,2,8,1,2,266,0,48437491,29976
0,50001609473,7,710,4,8,3,3,923,0,7350000,589
0,160001603290,6,750,4,8,5,1,923,0,25429598,2306
0,100001599602,6,580,2,6,1,3,999,0,1050000,706
0,150001643340,6,680,2,8,3,3,103,0,300000,2928
0,130001634025,7,640,2,8,9,1,111,0,7928211,11483
0,160001615023,7,490,4,8,3,1,923,0,30673689,2841
0,190001638594,6,520,2,8,7,3,169,0,160000,279
0,100001607487,7,320,2,6,1,3,602,0,1180000,2179
0,250001610197,7,410,4,8,3,1,257,0,15040732,12680
0,190001613472,6,510,4,8,9,2,243,0,7400000,308
0,190001654266,7,570,2,6,1,3,169,0,150000,139
0,130001603575,6,490,2,8,1,3,115,0,102010107,3961
0,240001611138,6,460,2,4,3,1,532,0,80000,210
0,190001603260,7,530,2,8,3,6,111,0,142980004,5050
0,60001633813,7,560,2,8,1,3,111,0,6910000,5050
0,10001643544,5,560,4,8,3,1,131,0,352862102,39555
0,150001723293,7,550,4,8,9,3,297,0,4400000,98
0,50001600773,6,550,2,6,3,3,921,0,3040000,1957
0,50001600784,6,460,4,6,1,3,109,0,640000,210
0,220001635670,7,500,2,3,9,3,601,0,6450000,70
0,130001615618,7,400,2,8,3,1,142,0,11350000,18911
1,60001608893,6,640,2,8,9,1,131,1,32312343200000000,88470
0,50001648311,7,500,2,4,1,3,298,0,600000,2967
0,50001614718,7,640,4,6,3,3,257,0,3320000,122
0,250001677927,6,560,2,8,3,3,921,0,42287000,893
0,90001694946,6,510,2,8,3,3,233,0,3115434,498
0,240001616179,7,420,2,8,3,1,999,0,38045859,1458
0,120001646509,7,550,2,5,1,3,923,0,3200000,153
0,140001676630,7,500,2,8,3,3,266,0,1250000,1117
1,230001600145,7,270,2,8,1,1,277,1,4726480,7053
0,250001613816,6,580,4,8,3,3,142,0,77991305,420
0,210001648957,7,590,2,7,3,1,923,0,3230000,1382
0,250001652089,7,620,4,8,9,1,171,0,32760793,324
0,120001650956,7,440,2,6,1,4,169,0,200000,808
0,160001717476,6,600,2,6,3,1,166,0,100000,223
0,150001603137,7,610,2,7,3,3,169,0,10179343,17438
0,100001599596,6,590,2,8,3,3,103,0,8000000,10
0,100001603153,7,350,2,6,1,3,402,0,70000,1779
0,160001717488,6,410,4,8,9,1,171,0,50000,121
0,160001622295,6,550,4,8,9,1,166,0,8400,700
0,250001635948,6,500,4,6,3,3,298,0,44490,362
0,240001614577,7,490,2,6,1,1,297,0,29343236,291
0,210001647980,7,430,2,6,1,1,257,0,25514474,5906
0,40001671698,7,520,2,6,1,3,228,0,35000,167
0,210001620231,7,530,2,8,3,1,115,0,1010000,1568
0,190001613487,6,600,2,6,9,1,541,0,53230,7217
0,40001609208,6,400,4,8,1,3,171,0,1950000,2083
0,50001600610,7,630,2,8,3,2,999,0,6545445,242
0,270001609013,5,500,2,6,3,3,403,0,500000,20704
0,240001597410,6,430,2,8,3,1,169,0,25250000,4421
0,270001620113,7,540,2,8,1,3,297,0,1500000,51
0,190001609804,7,670,2,8,3,1,131,0,10950000,772
0,100001607089,7,470,2,6,1,3,923,0,2200000,81
1,250001611809,7,590,4,8,9,1,293,0,41891997,79061
1,90001652511,6,740,4,4,5,1,277,1,3212464967,81996
0,20001652527,7,580,4,6,3,3,169,0,3685853,638
0,90001645013,6,430,2,8,3,3,101,0,3261170,1005
1,130001619046,7,540,2,8,9,1,277,1,207341868,34336
0,230001602208,7,560,4,8,1,3,142,0,4190000,297
0,250001604854,6,400,2,8,1,1,999,0,170626,2250
0,90001605338,6,320,2,8,1,1,266,0,50000,1312
0,70001713402,6,410,2,8,1,3,297,0,51425013,382
0,180001713657,7,490,2,3,3,1,532,0,820000,220
0,160001622214,7,460,4,8,3,1,297,0,52830754,22231
0,160001716010,7,440,2,8,1,3,999,0,250000,462
0,150001621661,7,550,4,6,1,3,257,0,200000,615
0,90001654085,6,420,2,7,3,2,999,0,800000,3047
0,170001620374,7,640,2,8,3,1,277,1,139411807,25608
0,250001620729,6,560,2,5,3,2,537,0,480000,255
0,50001619857,6,520,2,8,3,3,923,0,67340,1296
0,140001676911,7,480,4,5,1,3,257,0,350000,100
0,210001696164,7,350,2,8,1,1,278,0,1677600,5157
0,110001643422,7,420,2,7,3,1,601,0,2771538077,12972
0,130001634266,7,530,4,8,9,2,265,0,2830000,370
0,60001608821,7,380,2,8,3,3,257,0,680000,1034
0,250001715905,6,470,2,8,9,1,999,0,1,539
1,190001596798,6,310,4,8,3,1,277,1,54721859,52583
0,70001649941,8,590,2,8,3,2,266,0,16200000,1536
1,170001609044,6,630,2,8,3,1,277,1,7366403200000000,59686
0,160001614846,7,550,2,8,3,1,999,0,2200000,1759
0,60001723727,7,520,4,3,5,3,999,0,2110000,227
1,200001605999,7,830,2,8,3,1,277,1,5318409037,49027
0,250001622053,6,420,2,8,3,3,297,0,58076106,875
0,20001638572,7,320,4,8,3,3,115,0,3100000,16846
0,130001615637,7,390,2,8,9,1,111,0,116166297,19326
0,130001671791,6,420,2,6,1,6,999,0,2090000,415
0,250001611237,6,470,2,7,3,1,999,0,1800000,1524
0,70001620310,8,560,4,8,1,6,131,0,8600000,912
0,160001623133,7,440,2,8,9,1,257,0,1958520,7213
0,190001612202,7,440,2,8,3,1,115,0,5231911,1602
0,230001611082,7,560,4,5,1,2,257,0,3000000,32
0,250001621471,7,530,2,8,5,1,233,0,54360001,2117
0,70001620305,8,540,2,8,3,2,297,0,1732860,1700
0,50001615791,6,620,2,8,3,1,604,0,1600000,886
0,200001728624,7,590,2,8,3,3,231,0,118328063,788
0,20001620175,7,470,2,6,1,1,999,0,210000,788
0,60001619104,7,590,2,8,1,1,233,0,3000000,94
1,160001654655,6,310,2,8,1,1,131,1,8455000,164342
0,160001654659,6,430,2,8,3,3,278,0,90000,5101
0,210001611170,6,610,2,8,3,1,159,0,490000,445
0,100001599594,6,550,2,6,3,3,163,0,6600000,152
0,250001614903,7,450,4,8,3,3,125,0,4207000,21394
0,130001607366,7,330,4,7,1,3,999,0,16228,21394
0,240001597533,7,310,4,8,1,1,125,0,1800000,2553
0,50001619856,6,530,2,8,3,3,999,0,730000,5684
0,130001603669,7,450,2,8,3,3,257,0,20400000,13412
0,230001613695,6,440,4,8,5,1,125,0,6500000,68
0,100001599595,6,350,4,6,1,3,999,0,40000,295
0,190001609770,7,490,2,8,9,3,266,0,200000,205
0,190001609807,7,750,2,8,3,1,257,0,201335000,1392
0,210001602891,7,570,2,8,9,1,169,0,2700000,3995
0,50001634601,6,360,2,8,1,3,131,0,70000,3450
0,240001645212,6,430,2,8,1,1,298,0,190000,7653
1,130001607248,6,710,2,8,3,2,277,1,3390000,81008
0,200001653262,7,730,2,4,9,3,923,0,6047166,1032
0,90001653193,7,410,2,6,3,3,277,1,9950000,7548
0,170001718662,7,670,2,6,3,3,999,0,2000000,824
0,160001614538,6,590,4,8,3,1,117,0,72366909,1640
0,10001623548,7,570,2,8,3,3,297,0,4700000,1157
0,210001611283,7,430,2,7,3,1,245,0,1800000,222
0,50001606393,7,430,2,6,3,2,169,0,1260000,440
0,210001596176,7,650,2,3,3,1,125,1,8866311,1443
1,270001643572,7,490,2,8,3,1,266,0,5900000,13277
0,90001653979,7,380,2,6,3,1,257,0,6580000,1044
0,130001604332,6,370,2,8,1,3,278,0,3290000,29772
0,100001620087,7,490,2,8,3,3,266,0,98278068,1873
0,40001609184,7,530,4,8,3,1,113,0,1075000,2980
0,190001613700,6,340,2,6,3,1,233,0,245000,2437
0,220001600366,7,400,4,6,9,1,166,0,5000000,149
1,210001620220,7,440,2,6,9,1,277,1,43426415,32378
0,60001712964,6,660,2,6,3,3,169,0,330000,212
0,210001610607,7,660,2,8,3,1,277,1,6105000,28884
0,80001604729,6,580,4,6,3,2,537,0,7200000,2366
0,130001606162,6,780,4,8,5,1,131,0,1446420,131
0,110001602926,7,410,2,7,3,2,233,0,150000,944
0,130001607527,7,540,2,6,9,1,169,0,143935566,1309
0,120001645375,7,450,2,8,9,3,101,0,17032133000000000,3778
0,100001607100,7,580,2,6,3,1,403,0,6500000,2565
0,210001620051,6,580,2,8,3,1,298,0,56224129,11091
0,90001648107,6,600,2,8,3,3,266,0,2200000,2764
0,140001598310,6,390,4,8,3,3,257,0,1048329,1626
0,120001597632,7,510,4,8,9,3,292,0,4278272,181
0,170001602581,6,340,2,8,1,1,598,0,164000,1194
0,250001635955,6,550,2,8,3,1,298,0,26000000,137
0,210001621286,7,340,2,8,1,1,101,0,3270270,1754
0,80001611182,7,640,4,6,3,3,278,0,1528225,719
0,230001600085,7,500,2,8,1,3,296,0,3700000,893
0,230001600184,7,490,4,8,1,1,132,0,3000000,38
0,250001611858,6,470,4,6,1,1,171,0,720000,2494
0,110001612767,6,450,4,8,3,1,257,0,154275152,6612
0,60001633819,7,340,2,6,1,1,702,0,1880000,2706
0,10001643433,7,600,4,8,9,1,278,0,9400000,557
1,130001613319,7,560,2,8,3,1,234,1,21450000,70807
0,270001643413,6,420,4,8,3,1,113,0,1500487,627
0,130001613356,6,420,2,6,3,2,999,0,60660,2426
1,130001671870,7,470,2,8,3,1,277,1,24000000,104552
0,60001646077,7,680,2,7,3,1,169,0,20600000,9055
0,260001646928,7,320,2,8,1,1,131,0,1490000,1187
0,190001645277,7,450,2,8,1,1,233,0,2850000,785
0,210001604658,6,580,4,8,3,1,922,0,2950336,5768
0,190001609751,6,500,4,6,5,3,581,0,100000,806
0,210001596161,7,410,2,6,1,1,999,0,2000000,143
0,240001679630,7,540,4,8,3,1,142,0,21069242,7826
0,110001593943,6,320,4,7,1,3,292,0,2690000,269
0,10001635529,7,410,4,8,1,1,131,0,3000000,393
0,120001645938,6,470,2,8,3,1,131,0,172132861,39860
0,190001636400,6,470,2,6,3,3,402,0,3500,1920
0,130001612822,6,380,2,6,3,2,999,0,1060000,10911
0,60001635802,7,470,2,8,3,3,233,0,70000,2076
0,120001615769,7,500,4,6,3,1,235,0,2500000,843
1,160001716035,7,380,2,8,3,1,131,1,1399577941,58393
0,160001716036,7,390,4,8,9,1,171,0,22770322,1453
0,110001635642,7,390,2,8,1,3,232,0,28382005,14986
0,110001635658,7,500,2,7,3,3,257,0,47021557,3651
1,130001603592,6,410,4,8,3,1,277,1,169039848,110346
0,130001607405,7,360,2,8,3,3,278,0,79947798,19186
1,100001599573,7,340,2,8,3,1,277,1,342071463,45134
0,210001602896,7,520,4,8,3,1,143,0,10,5157
0,270001672839,7,460,4,8,3,3,265,0,205000,5157
0,250001635933,6,460,2,8,3,1,131,0,452894683,1990
1,120001651640,5,680,4,8,3,1,101,0,567799897,829149
0,160001723063,7,450,2,8,1,1,999,0,1025000,328
0,90001604148,6,390,4,8,3,1,297,0,1860000,201
0,70001650513,6,470,4,8,9,3,171,0,15046908,1640
0,30001606527,7,490,2,8,1,3,999,0,18134500,3853
0,200001598470,7,500,2,8,3,3,233,0,3000000,357
0,180001601259,6,530,2,8,3,3,232,0,8470864,3006
0,250001621461,7,290,2,4,1,1,131,0,1330000,35822
0,180001608630,6,530,2,4,3,3,999,0,420000,730
0,220001713838,7,380,2,8,3,1,117,0,182000,863
0,130001607651,6,750,2,8,3,3,999,0,491976333,20976
0,40001609252,6,520,4,6,3,3,921,0,30000,952
0,130001613366,6,500,2,6,3,3,999,0,1656781,214
0,160001603353,7,490,2,8,3,1,297,0,24349533,3328
0,250001622061,6,530,2,7,9,1,257,0,400000,8321
0,250001611224,6,600,2,8,3,1,166,0,37617697,2541
0,250001611276,6,590,2,6,9,3,257,0,443778558,23067
0,70001650808,8,530,4,8,9,1,121,0,1,2079
0,190001606377,7,440,4,8,1,3,297,0,57689645,1058
0,10001643854,7,520,2,8,3,2,999,0,6720000,589
0,130001603573,6,620,2,8,3,1,115,0,36680432,9772
0,230001600117,6,450,4,6,1,3,297,0,2270000,271
0,250001642230,7,480,2,4,1,1,257,0,1100000,432
0,130001725441,7,400,4,6,9,2,411,0,5000,188
0,80001621159,7,520,4,7,3,4,257,0,2150000,1195
0,230001595286,6,610,4,6,3,3,910,0,3708000,6319
0,130001615254,7,590,4,6,9,1,260,0,3400000,283
0,250001611463,7,440,2,7,3,1,257,0,47749025,4160
0,210001648590,6,720,2,8,3,1,131,0,11920000,714
0,270001675933,7,480,2,6,3,3,411,0,1650000,183
0,170001619699,7,690,4,6,3,3,590,0,31609036,1439
0,250001610456,7,430,2,8,9,1,101,0,11647513,1355
0,230001604273,7,540,2,8,1,1,111,0,63978896,300
0,30001607457,7,450,4,8,1,5,999,0,1500000,1114
0,240001644408,7,390,2,7,1,3,169,0,5420000,1715
0,200001618076,7,320,4,6,1,3,931,0,192,12
0,250001646384,7,450,2,8,3,1,131,0,22215743,769
0,20001612349,7,530,2,8,3,1,131,0,105214786,2356
0,190001620497,7,400,4,8,1,2,134,0,2000000,3995
0,190001649566,7,420,2,6,3,2,999,0,2510000,1405
0,50001619247,7,490,2,6,3,2,999,0,150000,245
0,50001643036,6,540,2,8,3,3,124,0,4330000,864
0,30001643382,7,460,2,8,3,1,297,0,1800000,91
0,190001653114,7,450,2,8,1,1,136,0,4500000,349
0,250001605026,7,570,2,6,3,1,537,0,3300000,1070
0,110001618190,6,390,4,8,3,3,278,0,5818000,9630
0,120001651366,7,360,4,8,1,1,999,0,864050,75
0,250001611223,6,540,2,3,1,1,257,0,38120822,1945
0,100001608204,6,450,2,6,1,3,233,0,900000,3661
0,90001695155,7,360,4,6,1,1,257,0,1395500,431
0,220001615043,7,480,2,8,1,1,257,0,6497553200000000,643
1,90001653191,7,370,2,8,3,1,131,1,62786882,46556
0,140001651407,7,510,2,6,3,3,257,0,1100000,1261
0,240001610970,6,570,4,6,3,1,601,0,136064727,3658
0,250001612093,6,470,2,8,3,1,125,0,16950000,79041
0,50001645929,6,380,2,6,3,3,233,0,1325000,472
0,140001604543,6,650,2,8,3,3,201,1,178732624,97767
0,50001604561,7,470,2,8,3,3,233,0,4800000,3727
0,130001598576,7,330,2,8,3,1,125,0,45062147,5456
0,90001621628,6,650,2,8,3,1,131,0,94153885,2527
0,130001613111,7,460,2,8,3,1,278,0,70358499,5713
0,120001609597,7,730,2,4,3,1,601,0,638398162,9097
0,250001621731,7,430,2,3,9,1,257,0,60000,1059
0,250001610148,7,380,2,8,9,1,131,0,19552726,26342
0,270001700710,7,510,4,8,3,2,266,0,3000000,281
0,250001612126,6,600,2,8,3,2,235,0,12000,2915
0,40001618501,7,460,2,8,1,1,266,0,32522353,1327
0,250001610532,7,490,4,8,3,1,999,0,6705721,1156
0,100001614979,6,610,2,8,9,1,257,0,27470260,8930
0,70001643997,8,440,2,8,3,1,114,0,1000000,84
0,50001728527,7,480,2,7,3,3,999,0,52500000,370
0,210001611160,6,460,4,8,9,3,257,0,45975861,968
0,30001607447,7,480,2,8,3,3,125,0,1360000,108
0,90001653194,7,450,2,6,1,2,999,0,404200,221
1,90001649546,7,580,4,8,1,1,297,0,55639073,24391
1,80001645477,7,350,2,8,3,1,277,1,3589990,20722
0,80001650192,6,570,2,8,9,1,201,0,1255386534,26790
1,30001607454,7,560,2,6,3,3,298,0,2600000,6517
0,250001611249,6,440,2,8,3,1,101,0,312813188,34163
0,20001614177,6,620,2,8,9,1,234,0,1826486298,53732
0,250001642228,7,530,2,7,9,1,257,0,421500,320
0,230001602821,7,590,4,5,3,1,999,0,3379160,75
0,30001607455,7,310,2,8,3,1,296,0,690000,5649
0,50001609478,7,480,2,6,3,3,257,0,11485000,4713
0,230001643495,7,300,2,8,1,3,999,0,10200000,541
0,190001603050,6,590,2,6,1,6,257,0,4000000,1505
0,250001597699,6,480,2,8,3,1,125,0,398752879,5557
0,250001602033,6,430,4,8,9,2,131,0,1075000,3155
0,190001649574,7,600,2,8,3,3,111,0,65455755,135
0,170001609261,7,510,2,6,3,3,999,0,1950000,1623
0,250001643678,7,290,2,8,1,1,131,0,763667,7020
1,150001619567,7,420,4,8,9,1,296,0,8950000,37235
1,260001636403,7,650,2,8,3,3,101,1,169815413,24175
0,250001643675,7,590,2,4,3,1,923,0,67266443,127
0,60001619131,6,760,2,8,3,1,102,0,25663277,4115
0,130001634288,7,510,2,5,3,3,999,0,110000,4115
0,190001638615,6,420,4,7,3,1,257,0,6916608,7328
0,220001612155,6,400,2,8,3,1,278,0,178339993,3877
0,250001639553,7,730,2,8,9,1,131,0,1000000,376
0,70001650799,8,360,2,8,3,1,297,0,58283358,2973
0,210001611292,7,610,2,8,7,1,999,0,6340000,816
0,240001610059,7,370,4,8,3,1,171,0,700000,145
0,200001617956,7,450,2,5,1,3,502,0,60000,207
0,270001700077,7,560,4,8,1,2,125,0,56664001,1154
0,250001610006,7,580,4,8,3,3,999,0,3650000,1695
0,60001723397,6,660,2,8,3,1,922,0,22053329,17582
0,20001612358,7,370,2,8,3,3,297,0,3100000,850
0,20001652451,6,440,2,6,3,3,166,0,18968365,14696
0,50001614110,6,480,2,8,3,3,235,0,2500000,164
0,130001607629,6,470,2,8,3,1,131,0,1170000,20539
0,70001615920,6,360,2,8,3,3,257,0,200000,1029
0,140001677318,7,650,2,4,1,2,999,0,1000000,42
1,200001653268,7,380,2,8,1,1,297,0,143232679,57657
0,130001615660,7,530,2,8,1,1,257,0,38214062,3521
0,100001607107,7,370,2,8,3,1,278,0,1908350,19554
0,250001604832,6,470,2,4,3,1,206,0,13983683,1631
1,140001604547,6,440,2,8,3,1,297,1,441707497,142326
1,130001607391,7,440,4,8,9,2,277,1,613203,51120
0,250001610511,7,500,4,8,9,1,131,0,16444336,9817
0,160001621998,6,610,4,8,3,1,115,0,27256738,258
1,130001613297,7,400,2,8,3,3,277,1,228441201,62597
0,130001613313,7,550,4,6,3,1,166,0,74109783,17865
0,60001608834,7,530,4,7,3,3,999,0,500000,367
0,130001615638,7,410,2,8,3,1,111,0,2105980,1041
0,50001647044,7,390,4,7,5,3,257,0,18200000,9987
0,40001609321,7,510,2,8,3,3,257,0,3600000,705
0,160001614857,7,410,2,5,3,1,999,0,1640000,470
0,110001635711,7,420,2,6,1,1,999,0,160000,198
0,220001713676,7,360,2,4,3,3,257,0,42000,792
0,130001598598,7,510,4,8,3,1,142,0,37366456,1765
0,130001604371,7,550,4,8,9,3,169,0,4720000,669
0,70001601745,6,360,2,8,1,1,136,0,23782437,5516
0,130001615186,6,510,4,7,1,3,170,0,602730,2927
0,190001620523,7,640,2,8,3,1,277,1,48254904,23672
0,60001723389,6,400,2,8,1,1,101,0,28500000,483
0,250001621477,7,530,2,8,1,1,999,0,180000,114
0,230001600147,6,250,2,8,1,3,124,0,200000,124
0,50001648335,7,540,4,8,1,3,999,0,22052334,907
0,50001613568,6,400,2,6,3,2,999,0,400000,2466
0,120001652329,7,560,2,8,3,3,296,0,53783384,954
0,170001619596,6,300,2,6,3,3,999,0,120000,1450
0,160001623067,7,540,2,8,3,1,101,0,104019585,606
0,150001603141,7,390,2,8,1,3,296,0,7411206,233
0,140001598318,6,400,2,6,3,2,257,0,1900000,1072
0,240001605923,7,380,4,8,9,1,230,0,400000,2943
0,130001596288,7,520,2,6,3,3,169,0,3600000,5458
0,130001596313,7,350,2,8,3,1,257,0,1677000,10415
0,240001616206,7,330,2,6,9,1,257,1,4911230,15146
0,160001615036,7,630,4,8,9,1,111,0,220612077,12540
0,160001654839,6,660,2,3,3,1,257,0,2137852,1469
0,130001603707,7,430,4,8,3,1,278,0,3445388,21243
0,170001610248,5,610,2,8,3,1,277,0,152469893,567367
0,10001606219,7,400,2,8,3,3,131,0,4350000,238
0,100001599565,7,400,4,6,9,1,257,0,650000,7
0,50001600624,7,500,4,8,3,2,999,0,600000,673
0,130001615444,6,350,2,6,3,1,537,0,285000,912
0,90001621113,6,360,4,8,3,1,999,0,200000,262
1,80001650199,6,500,2,8,3,3,125,1,7360772,75034
0,60001634100,6,520,4,8,3,3,131,0,9848819,444
0,110001620555,7,700,4,8,7,1,132,0,2500000,539
0,90001651355,6,620,2,6,3,1,257,0,44286823,9164
1,130001607705,7,390,2,8,3,1,266,0,38524962,28270
1,80001650200,6,510,2,8,3,3,125,1,274708131,71779
0,250001611906,6,500,2,6,3,3,233,0,330000,951
1,190001636612,7,550,4,8,3,3,230,1,1655339,63506
0,160001716326,6,400,4,7,9,3,257,0,789900,63506
0,190001638607,6,470,2,8,3,1,295,0,609241,276
0,90001601566,7,470,2,7,3,1,243,0,1020000,235
0,120001613604,7,620,4,6,5,1,398,0,1300000,243
0,160001603311,6,290,4,6,1,1,278,0,50000,33376
0,260001713563,6,470,2,8,3,3,233,0,8350000,6613
0,220001713569,7,620,2,6,9,1,601,0,2900000,127
0,180001713649,7,290,2,6,1,3,257,0,1078768,50
0,260001644232,7,450,2,6,3,3,257,0,1150000,10396
0,100001713821,6,520,2,8,1,3,111,0,48661005,1808
0,190001615325,7,640,4,7,3,2,922,0,2200000,611
0,160001724322,7,450,4,8,3,1,117,0,277684088,521
0,270001649250,6,480,4,6,1,3,931,0,1500000,50
0,120001652322,7,590,2,6,3,3,999,0,5860000,1368
0,130001596324,7,460,4,6,1,1,278,0,675000,3911
0,110001643558,6,390,2,8,3,1,131,0,2549162713,54607
0,20001698517,6,410,2,7,3,3,113,0,788590,1934
0,80001652399,7,400,2,6,3,3,190,0,1120000,640
0,190001645301,7,560,2,8,3,3,923,0,3690000,500
0,100001689568,7,360,2,4,1,3,257,0,8550000,432
0,240001604522,6,680,4,7,9,2,265,0,5000000,1122
0,140001600289,7,510,4,6,1,3,257,0,600000,1978
0,80001651646,7,450,2,8,3,1,111,0,44959783,8434
0,160001600803,7,310,4,8,3,1,265,0,31634828,419
1,120001652317,7,600,2,8,3,1,277,1,171532236,27969
0,250001699787,7,530,2,4,1,1,999,0,6180000,235
0,30001607348,6,510,2,8,3,1,266,0,3200000,4315
0,70001596079,8,530,2,8,1,1,266,0,2070000,4315
0,240001610083,6,540,2,8,9,3,266,0,2000000,4315
0,210001614132,7,270,4,8,1,1,117,0,2650000,3671
0,180001601220,6,690,2,8,3,3,999,0,90349812,24868
0,200001601296,6,270,4,8,1,1,172,0,4993298,1879
0,130001607414,7,690,2,8,3,1,277,1,2864531687,37143
0,130001607419,7,390,4,8,1,2,265,0,290960,25689
1,170001619597,6,350,2,8,1,1,277,1,5280000,134391
0,160001716117,7,570,4,4,9,3,511,0,230000,91
0,270001643536,7,660,2,8,3,1,111,0,2052911,1256
0,190001612216,7,590,2,8,3,1,257,0,860192978,3615
0,80001621177,7,510,4,8,3,3,230,0,285054,1639
0,120001613606,7,390,2,8,1,1,257,0,590951461,11650
