ELEITO,SQ_CANDIDATO,CD_CARGO,NR_IDADE_DATA_POSSE,CD_GENERO,CD_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,CD_COR_RACA,CD_OCUPACAO,CD_REELEICAO,VR_BEM_CANDIDATO,QT_VOTOS_NOMINAIS
1,190001619416,7,370,2,8,3,3,131,1,259406176,68455
0,190001609572,7,450,2,6,9,2,169,0,160000,526
0,210001596124,6,420,2,8,3,1,232,0,5144215,8662
0,80001621172,7,500,2,8,3,3,257,0,6250000,514
0,130001603660,7,650,2,7,5,3,237,0,1230000,462
1,130001603710,7,680,2,8,3,1,111,1,441203759,107236
0,40001600300,7,370,2,6,3,3,257,0,5400000,3993
0,250001620251,6,400,2,8,9,1,131,0,6392970000000000,1066
0,170001605476,7,430,2,8,1,1,298,0,3800000,2548
1,190001605580,6,630,2,8,3,1,257,1,8761994600000000,50019
0,90001605403,7,500,2,6,3,3,278,0,109391073,1942
0,160001622036,6,410,2,7,9,2,999,0,1100000,1123
0,50001600561,6,600,2,8,1,2,298,0,3152475,5330
0,50001609442,7,540,2,8,3,3,233,0,10358280000000000,1080
0,120001643175,7,360,4,6,1,3,278,0,3129220,4371
0,130001713864,6,490,2,7,3,2,233,0,8400000,78
0,220001635969,6,350,2,8,3,3,111,0,26991000,3858
0,100001648824,7,520,2,6,3,3,921,0,8160000,858
0,30001600720,7,520,2,6,3,1,257,0,1010000,2533
0,90001654088,6,560,4,6,9,1,190,0,25780376,46
0,190001609661,6,410,2,8,1,1,277,0,103070051,10668
0,30001601836,6,550,4,8,1,3,131,0,17551999,5006
0,190001598400,6,520,2,8,1,3,266,0,3280000,506
0,160001614856,7,310,2,8,3,1,131,0,4505000,4038
0,100001603163,7,410,4,8,1,3,266,0,380000,935
0,250001611266,6,400,2,8,3,1,115,0,21113966,943
0,190001609720,6,420,2,8,3,3,131,0,360000,6059
0,100001620075,7,530,2,8,3,3,999,0,98226469,7531
0,130001607645,6,380,2,8,3,1,131,0,45024321,12501
0,250001611968,6,560,2,6,3,1,257,0,2539,5119
0,140001604462,6,590,4,8,1,1,142,0,10802200,1528
0,250001619316,7,480,4,8,3,5,999,0,39397854,27802
0,80001723274,6,540,2,8,3,1,111,0,802210,2304
0,270001643582,7,350,2,6,3,3,257,0,117528454,2849
1,170001618737,7,390,2,7,3,1,257,0,14600000,45791
0,190001639138,7,470,4,8,1,1,230,0,50000,266
0,60001601196,6,560,2,6,3,3,257,0,38572232,34214
0,60001613102,7,440,4,5,1,2,598,0,239170,49
0,160001603729,6,520,2,8,9,1,278,0,519350,9760
0,130001603567,6,340,2,8,1,1,171,0,300000,3297
0,190001613828,7,510,2,8,3,1,257,0,192303538,11986
0,160001622171,7,400,4,7,1,1,257,0,1850000,33
0,260001646918,7,330,4,8,1,3,257,0,2050870,3002
0,120001650733,6,400,2,8,3,3,278,0,82304,9545
0,250001715862,6,500,4,6,1,1,257,0,250000,307
0,80001651659,7,570,4,4,3,2,257,0,100000,477
0,250001610290,6,580,2,8,3,1,233,0,99882823,6051
0,90001614653,7,520,4,6,1,1,278,0,2000000,2105
0,190001619206,6,470,2,7,3,1,999,0,1500000,7989
0,250001621710,7,540,2,8,3,1,131,0,54273938,534
0,250001622079,6,590,2,8,1,1,266,0,1830916,439
0,230001643511,7,510,2,8,1,3,999,0,960000,27
0,250001612253,7,380,4,8,1,3,131,0,32711086,2504
0,130001607598,6,670,2,8,3,1,257,0,118726964,660
0,180001608991,7,610,2,4,9,3,154,0,1360000,70
0,250001651395,6,520,2,8,3,3,235,0,28088832,477
0,270001697337,7,480,2,6,3,3,999,0,299479873,9030
0,200001598480,7,600,2,8,3,1,111,0,169462062,24163
1,250001610181,7,540,2,8,3,1,277,1,32429106,224462
0,250001606065,6,370,2,7,3,3,257,0,4000000,23943
0,130001678162,7,390,4,8,3,1,131,0,7250734,1075
0,260001618178,6,380,4,8,3,1,230,0,1200000,2754
0,170001609121,6,210,4,7,1,1,931,0,1500000,1065
0,20001620163,7,450,4,6,3,1,999,0,179120,112
0,70001621148,8,540,4,8,3,3,297,0,53763954,734
0,70001649945,8,580,4,6,9,1,511,0,4000000,505
0,250001609984,7,600,4,8,3,1,257,0,1450000,467
0,180001601320,7,380,2,8,3,3,124,0,6100,292
0,90001695160,7,560,2,8,1,3,297,0,4713934,101
0,190001603221,7,570,2,6,9,1,233,0,69020596,6701
0,40001633344,7,580,2,8,3,1,277,1,17037710,22672
0,260001600218,7,570,2,8,3,1,111,0,50342413,3104
0,190001714928,6,480,4,7,1,1,258,0,280000,465
0,240001614573,7,560,2,7,3,3,298,0,40000,236
0,200001647098,6,620,2,6,3,1,156,0,200000,159
1,150001643197,7,580,2,8,3,1,117,0,115799198,22272
0,160001654912,6,760,2,8,3,1,257,0,4876000,113
0,190001636401,6,460,2,8,3,1,232,0,80225743,6313
0,200001604160,7,280,2,8,1,1,999,0,3699,765
1,210001647995,7,440,2,8,3,1,257,0,3635000,36770
0,130001615248,7,470,2,8,3,3,257,0,13419000,2409
0,220001609406,7,390,4,3,3,1,999,0,6000000,103
0,170001619898,6,690,4,8,1,2,121,0,2800000,399
1,60001723722,7,480,4,8,3,1,142,0,39911542,33275
0,250001651383,6,440,4,8,1,1,411,0,35368620000000000,1290
0,250001611749,7,350,4,8,1,1,278,0,1858721,12126
0,240001610838,7,390,2,6,1,1,278,0,470000,1085
0,240001610220,7,330,4,8,3,1,999,0,160000,144
0,80001718507,7,440,4,8,1,2,297,0,1910000,408
0,70001652140,8,550,4,8,3,2,999,0,9060000,801
0,260001691800,7,470,2,8,1,1,257,0,26501798,2257
0,120001613509,6,460,2,8,3,1,297,0,6650000,3218
0,250001610661,6,370,4,8,3,1,257,0,63973443,21760
0,140001604553,6,460,2,5,3,1,999,0,2700000,10017
0,200001653255,7,460,2,7,3,1,130,0,410000,140
0,130001611010,6,420,2,8,1,1,233,0,9430000,800
0,240001644783,7,570,2,8,9,1,257,0,12882876800000000,9848
0,260001636407,7,730,2,8,3,2,111,0,1910891,14499
0,140001651428,7,480,4,8,3,1,185,0,52760725,55
0,160001623108,7,560,4,6,3,1,169,0,4798006,1651
0,250001643879,6,570,4,8,3,1,303,0,3081100,1651
0,70001611524,8,440,2,6,1,2,257,0,7880000,425
0,120001596062,6,360,2,6,3,1,298,0,1260000,1476
1,190001609544,7,430,2,8,3,1,277,1,54032472,52976
1,90001653182,7,480,2,8,3,3,277,1,116562803,33280
0,130001621218,6,430,4,8,1,1,113,0,1000000,415
1,10001619993,6,470,2,8,3,1,277,0,101935303,14522
0,190001716401,7,460,2,5,1,1,169,0,1900000,5316
0,190001649619,7,620,4,8,9,3,134,0,80000,362
0,190001615295,7,450,2,8,1,1,131,0,1100000,801
0,170001718640,7,550,4,4,5,2,999,0,900000,53
0,210001649228,6,500,2,8,1,1,257,0,2745360,425
0,80001651663,7,590,4,8,3,1,230,0,1600000,531
0,130001615659,7,590,4,6,3,1,169,0,2500000,371
0,130001615193,6,280,2,8,1,1,131,0,780000,2239
0,210001598520,7,280,4,8,1,1,298,0,320000,165
0,110001612760,6,530,2,8,3,1,125,0,38277888,3670
0,270001697341,7,450,2,8,3,3,278,0,15357609200000000,9467
1,260001646377,6,330,2,8,3,1,277,0,134835998,49696
0,70001621117,6,570,4,8,3,1,923,0,75289635,419
0,250001597797,7,560,4,8,3,1,922,0,8850000,1111
0,250001610133,7,550,2,8,3,1,921,0,170631102,24549
0,180001608987,7,540,4,8,9,2,125,0,8772534,361
0,80001619791,7,410,2,8,7,1,277,1,43057132,9000
0,40001719839,6,440,2,8,1,3,256,0,7500000,903
0,130001671867,7,370,2,8,1,1,111,0,606421794,17326
0,250001727937,6,390,2,8,3,1,103,0,2939000,2849
0,170001618613,6,360,4,6,1,3,999,0,140000,3785
0,240001644776,7,410,2,8,3,1,257,0,231103558,4789
0,140001676885,7,420,2,8,1,1,131,0,11952000,8559
1,80001604499,7,580,2,8,3,3,111,1,7334704600000000,20804
0,130001634048,7,650,2,8,3,2,296,0,25680000,23507
0,160001654668,6,460,4,8,7,1,131,0,3400000,1107
0,250001643807,7,370,2,6,1,3,999,0,180000,2143
0,170001718764,6,530,2,6,3,1,999,0,100000,233
0,130001678190,7,590,2,8,9,1,257,0,7586188700000000,150
0,130001615631,7,500,4,6,3,1,303,0,2300000,472
0,180001646178,6,510,2,8,3,1,131,0,4460000,187
0,130001619763,6,580,2,8,3,1,131,0,712148665,11090
0,130001613375,6,520,2,7,3,1,257,0,180000,348
0,250001610120,7,550,4,8,3,1,131,0,46621957,3954
0,100001713942,7,630,4,8,9,1,923,0,280000,110
0,200001618067,7,360,4,6,1,3,394,0,3650000,551
0,240001645023,7,450,2,8,3,1,131,0,41789283,4552
0,210001646681,6,450,4,7,1,1,257,0,525000,762
0,210001647153,7,320,2,8,1,1,278,0,88209,4555
0,230001600103,6,340,2,8,3,1,131,0,2809000,507
0,60001619168,6,430,4,8,3,1,131,0,11400000,4267
0,70001732344,6,540,4,8,3,2,999,0,700000,139
0,130001645076,7,540,2,4,9,1,278,0,350000,2147
0,40001671795,6,480,2,7,3,3,257,0,100000,743
0,60001619173,6,850,2,8,9,1,166,0,1650000,4414
0,50001620880,6,530,2,8,3,1,111,0,10950000,14927
0,140001621045,7,350,2,8,1,3,200,0,800000,217
1,160001716141,7,620,4,8,3,1,257,1,191265936,46011
0,100001599540,7,460,2,8,3,3,257,0,123102092,7196
0,100001713820,6,620,2,2,3,3,606,0,500000,89
0,220001713841,7,500,4,8,9,3,999,0,71236444,1604
0,130001645110,6,560,2,8,3,3,298,0,1800000,451
0,250001643733,6,540,2,8,9,1,257,0,45000000,678
0,60001727596,6,550,2,8,3,3,171,0,36488217,8085
0,50001673574,6,560,2,6,1,2,292,0,100000,258
0,250001604875,6,470,2,8,3,1,171,0,633670,1118
0,80001649867,7,560,2,6,3,1,601,0,36879046,8811
0,250001611230,6,470,4,8,3,1,257,0,30000000,7646
0,250001611233,6,340,4,6,1,3,168,0,98228069,7412
0,200001617953,7,530,2,8,1,3,297,0,17925617,36
0,90001647442,7,530,2,8,3,3,131,0,2990000,456
0,130001613205,6,300,2,8,1,3,278,0,13912476,8548
0,140001600271,7,430,2,8,3,3,109,0,1740000,1369
0,150001718211,7,510,4,6,9,3,999,0,2730000,365
0,130001598560,7,630,4,8,3,1,132,0,67433815,1089
0,50001600642,7,550,2,6,3,2,601,0,300000,99
0,190001600463,6,310,2,8,1,2,999,0,669258,5759
0,240001611145,6,450,4,8,9,3,259,0,2700000,2170
0,110001635710,7,460,2,8,3,3,101,0,8575492,5292
0,160001623086,7,570,2,8,3,3,296,0,144778668,674
0,200001606000,7,440,4,6,3,1,254,0,308210,368
1,190001619517,6,460,2,6,3,1,257,1,27238200,70660
0,190001609833,7,610,2,8,3,3,999,0,804455,164
0,80001720057,7,500,4,8,3,3,999,0,3125000,219
1,170001610411,6,500,2,8,3,1,131,0,1029727323,141386
0,250001610152,7,760,2,7,9,1,999,0,29250000,6610
0,250001610162,7,320,4,8,3,1,999,0,5643924,2983
0,170001619897,6,580,2,8,3,1,277,1,2350000,33586
0,250001610454,7,480,2,4,9,1,257,0,20000,5527
0,130001606750,7,380,2,8,1,1,131,0,7332391,1477
0,60001603539,7,620,2,7,9,3,277,1,9259329,35075
0,250001611501,7,370,2,8,3,1,257,0,71715935,248
0,70001712806,8,520,2,8,3,1,125,0,6050000,712
0,270001651888,7,460,2,4,3,1,999,0,2110000,940
0,190001600489,6,340,4,8,1,2,278,0,1956073,17523
0,160001654840,6,400,2,6,1,1,257,0,1000000,527
0,190001619222,6,570,2,4,3,2,169,0,162000,550
0,110001618182,6,350,2,8,3,1,257,0,35417294,26544
0,190001619201,6,280,4,7,1,2,278,0,415181,14481
0,220001612156,6,470,2,8,3,3,111,0,31906735,8492
0,60001603462,6,730,2,8,3,1,111,0,9994000,5039
0,250001699817,7,530,2,8,3,3,233,0,10,1286
0,50001613558,6,440,2,6,5,1,303,0,4440000,3117
0,260001669439,7,680,4,8,1,1,277,1,3233877,12796
0,250001621412,7,680,2,6,3,1,257,0,18290000,118
0,160001622622,6,360,4,8,3,1,215,0,50000,1279
0,250001699869,7,230,2,8,1,1,999,0,2000,27789
0,160001622227,7,450,4,7,9,1,237,0,3160000,244
0,190001640615,6,690,2,8,9,1,111,1,46891297,22782
0,160001622235,7,450,2,8,3,1,230,0,2398681,3494
0,120001612041,7,340,2,8,1,3,257,0,4900000,3
0,30001723017,5,690,2,8,3,3,104,0,53491516,971
0,160001716322,6,700,2,4,3,3,257,0,1000000,957
0,250001620584,7,360,4,8,3,1,121,0,12671032,1909
0,60001634418,7,420,2,6,9,1,166,0,200000,639
0,120001598639,7,620,2,8,3,1,131,0,3480000,1953
0,190001612208,7,540,4,8,5,1,266,0,31654864,6058
0,170001618403,7,460,2,8,1,1,278,0,800000,13968
0,160001614829,7,480,4,8,3,2,265,0,3124000,599
0,50001620873,6,590,2,6,9,3,601,0,6500000,6239
0,40001643941,7,590,2,8,9,1,111,0,1419602,2466
0,40001643947,7,600,2,6,3,1,124,0,2500000,611
0,50001606045,6,360,2,6,3,1,125,0,2630000,17324
0,250001610173,7,430,4,8,9,1,233,0,4908800,1630
0,160001716222,6,690,2,8,9,3,131,0,13800000,215
0,190001603426,6,480,4,8,3,2,161,0,179091,990
1,160001654944,7,610,2,8,3,1,910,1,93504979,64702
0,250001639620,7,670,2,8,3,1,999,0,2310000,64702
0,100001613753,7,470,2,8,1,1,257,0,900000,4757
0,270001713291,5,530,4,8,1,1,103,0,12800000,5745
0,160001731384,7,490,4,6,1,3,604,0,140000,922
0,250001604966,6,510,2,8,3,1,296,0,364630,209
0,90001652988,7,630,2,8,3,3,171,0,7000000,116
1,250001611431,7,530,2,6,3,1,257,1,823727716,139756
0,190001613845,7,360,2,8,9,1,115,0,3000000,1932
0,160001654836,6,580,2,8,3,1,131,0,3116129,11522
0,80001649884,7,790,2,8,5,3,201,1,76471675,15860
0,90001645553,7,210,2,6,1,3,999,0,397410,5910
0,130001595999,6,680,2,8,3,1,921,0,241465266,5499
0,130001610887,6,470,2,8,9,1,121,0,500000,446
0,60001646050,7,590,2,4,3,1,246,0,100000,379
0,260001712717,7,370,2,6,3,3,254,0,600000,314
0,260001668324,7,750,2,8,9,1,171,0,7100000,296
0,130001615646,7,410,4,6,3,1,999,0,1300000,36
0,50001600558,6,460,2,6,1,2,999,0,750000,271
0,140001620908,6,480,2,5,1,2,257,0,5550000,2664
0,210001646692,6,530,2,8,3,1,111,0,198077752,4508
0,250001621773,7,610,2,6,3,1,257,0,0,246
0,190001603413,6,450,4,8,3,3,113,0,161000,1030
0,190001638492,7,660,2,5,3,1,923,0,1086710,317
0,250001737231,6,460,4,8,3,3,131,0,41160134,787
0,250001604859,6,420,4,8,9,1,111,0,51797545,1301
0,40001618665,7,430,2,3,3,3,257,0,5400000,1439
0,170001618844,6,610,4,8,1,3,171,0,1400000,7533
0,140001620906,6,590,4,8,1,3,265,0,8000000,1585
0,250001643863,6,520,2,8,3,1,923,0,99111752,1012
0,130001604357,7,400,2,6,3,1,246,0,6200000,596
1,100001613745,7,470,2,8,3,1,277,1,215171361,84815
0,50001606414,7,570,2,6,3,2,277,1,8000000,42138
0,240001610821,7,570,4,8,1,1,923,0,66819987,12965
1,190001620466,7,490,4,8,1,2,278,0,4000000,55738
0,170001718141,7,370,2,6,1,2,999,0,1700000,576
0,90001652967,7,340,4,8,9,2,131,0,1590000,1639
0,210001613994,6,490,4,4,3,2,923,0,1772213,1639
0,250001602112,7,650,4,8,3,1,125,0,296324727,10755
0,250001639589,7,570,4,6,1,2,923,0,3364975,1592
0,100001608203,6,400,4,6,1,3,413,0,1850000,106
0,170001618842,6,400,2,7,1,1,278,0,550000,5002
0,110001601970,6,520,2,8,3,3,921,0,2900000,1251
0,250001606101,6,480,4,8,3,2,142,0,2950000,7775
0,50001606409,7,660,4,7,7,2,266,0,110000,436
0,50001606430,7,760,2,8,3,3,257,0,7300000,19082
0,100001599557,7,550,2,8,1,3,923,0,2196670,388
1,130001607361,7,440,2,8,3,3,277,1,7869025,90271
0,270001697136,6,350,4,6,1,1,403,0,350000,279
0,170001618852,6,500,4,8,3,3,265,0,3000000,1258
0,110001655506,6,430,2,6,3,3,257,0,5650000,6126
0,160001716140,7,400,2,8,3,1,601,0,2905388,8202
0,50001614023,6,410,4,8,3,2,114,0,6579219,477
0,50001648287,7,600,2,8,9,3,999,0,7380000,13402
0,30001596672,7,370,2,4,1,3,411,0,2500000,118
0,80001604496,7,350,2,8,1,1,101,0,60161686,2832
0,250001610177,7,550,2,8,3,3,278,0,123321365,38786
0,190001609685,6,450,2,8,3,1,257,0,8307695,3192
0,160001603291,6,490,2,8,3,1,255,0,36997085,3580
0,250001609968,7,410,2,5,3,2,257,0,131337181,2864
0,50001610392,7,470,4,5,1,3,999,0,363000,82
0,190001615322,7,450,2,8,1,1,298,0,300000,22
0,190001644958,6,640,2,7,3,2,999,0,45230579,1669
0,220001600370,7,510,2,8,1,3,257,0,3400000,471
0,130001613033,7,310,2,6,3,1,999,0,2000000,17344
0,250001642216,7,490,2,8,9,1,131,0,6020000,7269
0,200001621090,7,420,4,8,3,2,297,0,830000,3759
0,130001607432,7,490,2,8,1,1,131,0,17855643,3616
0,100001603155,7,730,2,8,3,1,257,0,10300000,3588
0,130001603692,7,350,2,7,3,3,303,0,850000,328
0,250001597722,6,420,2,8,1,1,125,0,800000,3490
0,20001652753,6,450,2,8,3,3,114,0,3000000,3490
1,110001655604,7,620,2,8,3,1,277,1,188148472,26594
0,40001618662,7,480,2,8,3,3,278,0,144088411,6770
0,230001604223,7,570,4,6,1,3,298,0,170000,45
0,250001613776,6,480,4,6,9,1,265,0,273036,2000
0,80001646718,7,670,2,6,9,3,235,0,80000,1885
0,130001611577,7,430,2,8,1,1,102,0,1630000,1423
0,250001606288,7,270,2,5,3,3,257,0,343000,63812
0,40001609206,6,440,2,8,3,3,278,0,800000,63812
0,100001608102,7,420,2,8,9,1,277,1,6400000,25280
1,110001676176,5,650,2,8,3,1,276,1,907035018,825229
0,130001634279,7,320,2,8,3,1,297,0,2805050,1152
0,200001612997,5,350,2,8,1,1,296,0,338582,6661
0,240001620992,6,470,4,8,1,1,125,0,3720000,241
0,110001655507,6,470,2,6,3,1,278,0,28061873,7300
0,130001668917,6,650,2,8,9,1,922,0,385630,1868
0,200001612334,5,360,2,8,1,1,277,0,12338920,385275
0,130001668894,6,580,2,8,3,2,257,0,2450000,942
0,70001601772,8,380,4,8,1,3,125,0,5246311,244
0,250001719485,7,570,4,6,3,1,257,0,2890000,165
0,50001727557,7,350,2,6,3,2,999,0,480000,1704
0,210001601923,7,530,2,8,3,1,999,0,2000000,125
0,270001700075,6,450,2,8,3,1,125,0,900000,780
1,160001623106,7,590,4,8,3,1,136,0,11461380,35151
0,50001613916,7,410,2,6,1,2,164,0,1850000,1637
0,210001601656,7,430,2,8,3,1,115,0,4800000,3960
0,160001654728,6,520,2,8,3,1,298,0,2490000,437
0,130001612963,6,310,4,8,1,1,999,0,2621761,18749
0,180001608711,7,370,2,8,1,3,171,0,460500,2145
0,250001597791,7,540,2,8,3,1,206,0,21646081,871
0,250001611477,7,370,4,8,3,1,278,0,900000,8470
0,80001604524,6,320,4,8,3,1,163,0,2435000,14213
0,250001610484,7,420,2,7,3,1,257,0,1000000,1181
0,190001606482,6,630,2,8,3,1,131,0,12000000,2256
0,250001643923,6,550,2,3,3,3,516,0,3500000,523
0,60001619160,6,400,2,6,3,1,277,0,7445515,13716
0,190001654239,7,570,2,8,3,1,131,0,17650000,1409
0,130001615450,6,590,4,6,9,3,169,0,14150000,832
0,30001695676,7,500,2,8,3,1,301,0,1900000,1686
0,180001605748,7,440,4,8,1,3,131,0,550000,399
0,10001614197,6,580,4,8,3,3,125,1,9600000,14914
0,250001612022,6,380,2,8,3,1,131,0,142762664,12596
0,190001609583,7,480,4,6,3,3,910,0,50000,550
0,240001614564,7,450,2,4,1,1,257,0,2610000,6472
0,160001654960,7,390,2,6,3,1,298,0,2200000,6472
0,250001602038,6,720,4,8,5,1,999,0,13925000,8690
1,140001676901,7,590,2,8,3,1,124,1,263657435,92710
0,240001614340,7,650,2,8,3,1,111,0,172165025,8810
0,180001610765,6,500,4,8,1,5,601,0,900000,3657
0,230001600091,7,470,2,8,9,1,296,0,22000000,6
0,260001600215,7,570,2,8,3,1,296,0,6280000,32450
1,200001604192,7,560,2,6,3,1,257,0,84574204,32450
0,50001609423,7,400,4,6,3,1,257,0,1420000,6420
0,260001644234,7,570,4,4,9,3,598,0,500000,268
0,120001614725,7,450,2,7,3,1,257,0,16045000,2442
1,250001620641,7,340,2,8,3,1,131,0,66572973,105173
0,170001717068,7,490,2,8,9,1,233,0,250000,505
1,180001605682,7,480,2,8,3,1,277,1,15259000,37538
0,210001647876,6,640,2,6,3,1,155,0,335334,13004
0,70001615672,6,580,2,8,3,3,258,0,52667310,3492
1,190001612222,7,460,2,8,1,1,125,0,101534739,48011
0,250001610667,6,440,2,8,1,1,101,0,35515419,49562
0,60001732916,7,500,2,6,3,3,512,0,150000,820
0,250001621413,7,410,2,4,1,1,169,0,1450000,150
0,160001614868,7,330,2,8,3,2,999,0,2100000,715
0,60001634094,6,500,4,6,3,3,257,0,2735000,1567
0,50001648307,7,530,2,8,3,1,278,0,13380135,18816
0,190001596787,6,490,2,8,1,1,257,0,63034696,19288
0,190001620504,7,440,2,8,3,3,131,0,1200000,1539
0,190001636377,6,690,2,8,3,1,922,0,23992029,1084
1,220001713671,7,470,2,8,3,3,115,1,91809925,10553
1,20001698127,5,430,2,8,3,1,121,0,136866999,849727
0,100001713824,6,520,2,8,1,3,171,0,2000000,160
0,250001612091,6,720,2,8,3,1,277,1,235121857,87502
0,130001615276,7,470,2,8,3,1,921,0,2420000,831
0,250001643841,7,490,2,8,3,1,232,0,39417701,12215
0,250001643672,7,420,2,8,9,1,403,0,2560000,1897
0,250001715856,6,570,4,8,7,1,111,0,169573879,14131
0,230001611071,7,550,4,8,1,3,113,0,4400000,145
0,130001607649,6,660,2,4,9,3,257,0,17800000,9108
0,250001610643,6,510,2,7,1,2,999,0,215000,9108
0,210001648961,7,630,2,8,3,1,277,1,7050000,19403
0,170001609290,7,400,4,8,3,3,257,0,4366666,4404
1,130001615642,7,200,4,8,1,1,931,0,400000,34126
0,160001621985,6,570,2,7,9,1,243,0,270000,104
0,160001621826,6,520,4,8,9,1,278,0,1854808,1338
0,130001634268,7,570,2,8,3,2,131,0,4210000,534
0,200001620538,6,520,2,6,7,3,257,0,75930000,3328
0,270001700720,7,410,2,7,3,3,403,0,7150000,44
0,240001679629,7,210,4,7,1,1,931,0,437320,2395
0,50001606404,7,610,2,6,3,3,923,0,2430110,7240
0,250001611982,6,270,2,7,1,1,257,0,6997715,2684
0,20001612378,7,500,4,8,1,2,131,0,1400000,110
0,210001596113,6,310,2,8,1,1,131,0,250000,2766
0,240001679661,7,380,4,8,3,1,292,0,12285131,2237
0,240001644423,7,640,2,6,9,1,999,0,81080,54
0,220001635559,7,480,2,6,3,3,233,0,904387,501
0,250001611815,7,450,2,6,1,3,278,0,10628873,7766
0,100001620093,7,660,2,7,3,1,125,0,67210102,7902
0,30001636461,7,620,2,8,3,3,171,0,1400000,1380
0,190001723147,7,560,4,6,3,1,512,0,50000,85
0,250001695260,6,530,2,4,1,1,169,0,7500000,413
0,50001609358,6,490,2,8,9,3,232,0,1200000,405
1,250001610674,6,630,2,8,1,1,277,1,135669795,147349
0,250001610684,6,400,2,8,1,1,403,0,5000,391
0,90001653195,7,530,2,7,9,3,221,0,68250,203
0,190001596751,7,440,2,8,1,1,121,0,14200000,36343
1,130001612991,6,590,2,8,3,1,277,1,4000000,86102
0,160001621888,7,580,2,8,3,2,278,0,1875000,3908
0,200001667344,6,500,4,6,3,2,257,0,470000,165
0,210001621271,6,460,4,8,3,1,999,0,2952190,214
0,130001596330,7,400,4,8,3,1,171,0,480000,277
0,250001597724,6,430,2,4,1,1,111,0,16692440,1151
0,30001619652,7,270,2,6,3,3,257,0,240000,111
0,70001643991,8,590,2,6,3,3,233,0,3500000,485
0,40001618376,7,710,2,8,3,3,395,0,719900,242
0,200001603622,7,400,4,8,1,1,278,0,20778659,14558
0,240001614303,6,630,2,7,3,1,923,0,6430000,1509
0,210001696205,7,410,2,6,1,3,278,0,260000,4964
0,10001606506,7,510,2,8,3,1,133,0,70000,30
0,110001701681,7,500,4,8,3,3,134,0,2500000,213
0,50001604569,7,510,2,7,3,2,243,0,450000,739
0,50001621031,6,500,2,6,9,3,278,0,1246844,26475
0,50001621032,6,450,2,6,1,2,536,0,17515,3691
0,50001673156,7,390,2,6,1,3,257,0,1200000,684
0,170001618748,7,420,2,6,1,1,257,0,500000,644
0,70001621141,8,540,2,8,3,3,999,0,1370060,386
0,200001603646,6,600,2,8,1,1,142,0,10443256,888
0,240001614316,6,530,2,8,3,1,111,0,131800,2656
0,140001600277,7,470,4,7,1,3,257,0,41652110,122
0,50001615786,6,490,2,4,1,3,164,0,3380,698
0,10001606499,7,390,2,7,9,3,999,0,1300000,27
0,270001643150,7,450,2,6,3,3,999,0,1540000,201
1,130001610999,6,380,2,8,3,1,101,1,8160000,152748
0,120001609242,6,510,2,8,3,1,101,0,4906013360000000,9560
0,40001609317,7,710,2,8,3,1,999,0,3652504,55
0,140001611038,7,500,4,8,9,1,131,0,13890000,265
0,240001645234,7,530,2,8,3,1,257,0,1500000,256
0,190001638469,7,390,2,8,3,1,233,0,330000,1321
1,190001639049,7,480,2,6,1,1,277,1,1200000,50569
0,210001596927,6,560,4,8,9,1,131,0,3000000,2401
1,160001622301,6,310,2,8,3,1,257,0,372863666,82707
1,260001633055,6,400,2,8,3,3,131,0,9638059,45698
0,240001614280,7,330,2,6,1,1,303,0,100000,122
0,220001614425,7,490,4,8,1,3,131,0,1610000,1093
0,100001632859,6,550,2,8,9,3,257,0,55000000,585
0,250001602070,6,480,2,8,9,1,257,0,53221551,9636
0,50001614667,7,560,4,8,3,1,134,0,345893,7622
0,240001643360,7,370,4,8,3,2,125,0,1000000,10
0,260001644223,7,570,4,8,1,3,999,0,2367615,252
0,150001621662,7,540,4,8,3,1,296,0,39359485,6304
0,200001617959,7,430,2,8,1,3,131,0,4060000,137
0,250001643770,7,460,2,7,3,1,999,0,5322000,771
0,220001596860,6,540,4,8,5,1,297,0,13270000,394
0,130001613334,7,550,2,6,3,3,278,0,17713537,2773
0,20001653887,6,550,2,7,3,1,298,0,1890000,7990
1,210001647164,7,480,2,8,3,1,277,1,105428224,67515
0,210001606116,7,510,2,8,1,1,131,0,580000,537
0,50001609466,7,610,2,4,3,3,923,0,6000000,537
0,130001613010,7,410,2,7,3,1,411,0,880000,279
0,160001716170,7,620,2,6,3,1,923,0,580000,63
1,190001596733,7,550,2,8,3,1,277,1,115631525,46178
0,40001609201,7,650,2,6,3,3,923,0,3000000,13290
0,70001616706,8,560,2,8,7,1,131,0,7650000,444
0,160001621828,6,660,4,8,5,3,278,0,299776039,2256
0,240001602689,6,530,2,8,3,1,125,0,11170000,8878
0,110001635640,7,410,2,6,9,3,181,0,49232638,3556
0,50001614705,7,420,2,8,3,1,296,0,161790787,2932
0,120001614726,7,500,2,8,1,1,278,0,76961554,2667
0,40001620691,7,470,2,8,3,1,999,0,0,2682
0,60001608832,7,470,4,8,3,3,142,0,2500000,2514
0,250001611845,6,460,4,6,3,3,257,0,25256656,93305
0,130001615452,6,670,2,6,1,2,923,0,5000000,2380
0,70001712948,6,480,2,8,1,1,131,0,100000,164
0,190001609561,7,600,4,8,5,2,200,0,30000,282
0,250001610514,7,350,2,6,1,1,999,0,90000,756
