CD_CARGO,SQ_CANDIDATO,NR_IDADE_DATA_POSSE_x,CD_GENERO,CD_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,CD_COR_RACA,CD_OCUPACAO,ST_REELEICAO_x,VR_BEM_CANDIDATO_x,QT_VOTOS_NOMINAIS_x,DS_SIT_TOT_TURNO
6,60001619134,66.0,4,7,9,3,296,0,274121.41000000003,5358,0
7,250001639540,49.0,2,8,3,3,233,0,7000.0,2707,0
6,130001615409,60.0,4,6,9,2,923,0,45000.0,633,0
7,250001621710,54.0,2,8,3,1,131,0,542739.38,534,0
6,250001611886,42.0,4,7,9,1,297,0,38300.0,746,0
7,50001620025,65.0,2,8,3,2,923,0,450000.0,374,0
6,200001612237,45.0,2,6,1,1,298,0,50000.0,2577,0
6,210001620057,44.0,2,8,3,1,278,0,1049000.0,7495,0
6,250001611896,46.0,2,8,3,1,257,0,49821285.26,6600,0
7,130001619051,42.0,2,6,1,1,923,0,151800.0,292,0
6,90001652508,41.0,2,7,3,1,257,0,43000.0,200586,1
7,260001644523,65.0,2,6,3,3,512,0,102000.0,185,0
6,210001604668,57.0,2,8,3,1,277,0,192839.0,223109,1
7,250001609974,56.0,4,8,9,1,923,0,216085.09,14234,0
5,250001602002,42.0,4,8,9,1,137,0,116595.34,280460,0
6,250001602057,57.0,4,2,1,3,999,0,38892.16,1102,0
6,160001603306,40.0,2,8,9,1,131,0,3129939.47,119907,1
7,180001612880,53.0,4,8,3,1,115,0,481000.0,528,0
6,90001604154,58.0,2,8,3,3,233,0,203.13,707,0
7,210001620189,29.0,2,8,3,3,131,0,505000.0,2543,0
7,190001620482,52.0,2,6,1,2,296,0,677.67,834,0
6,10001643701,49.0,2,6,3,2,999,0,120000.0,398,0
6,160001621986,55.0,2,8,9,1,233,0,46255.5,3318,0
7,130001607432,49.0,2,8,1,1,131,0,178556.43,3616,0
7,110001612943,49.0,4,6,9,3,233,0,49759.0,1367,0
7,50001673152,64.0,2,8,3,3,297,0,39000.0,249,0
7,200001604167,49.0,2,6,3,3,999,0,355104.59,1069,0
7,110001724783,52.0,2,8,3,2,131,0,467000.0,156,0
6,170001609074,46.0,4,8,9,1,257,0,84000.0,3605,0
6,170001602560,27.0,4,8,3,1,131,0,362897.7,34457,0
7,250001609953,55.0,4,8,3,1,266,0,732000.0,1644,0
7,50001607294,41.0,2,8,3,3,125,0,3867600.06,76455,1
7,160001614852,52.0,2,6,3,1,999,0,606257.32,47310,1
6,190001619490,41.0,2,8,3,3,124,0,1280909.75,2147,0
6,130001606163,59.0,2,8,7,1,233,0,365000.0,1104,0
7,140001676604,64.0,2,7,9,2,277,1,287446.5,34238,1
7,210001620213,53.0,2,5,1,1,164,0,660000.0,16754,0
7,130001619063,40.0,4,7,3,3,257,0,307500.0,1716,0
7,250001602101,29.0,2,8,1,1,131,0,4601982.86,98070,1
7,160001612440,61.0,2,8,3,1,101,0,643838.4,3486,0
7,50001609437,55.0,2,8,3,1,257,0,300000.0,1179,0
7,130001678162,39.0,4,8,3,1,131,0,72507.34,1075,0
7,90001695750,43.0,2,8,3,3,999,0,33000.0,2297,0
7,160001622185,30.0,2,8,1,1,257,0,315000.0,29322,1
7,130001598559,36.0,4,8,3,1,115,0,263835.0,4807,0
7,150001620835,54.0,4,6,9,1,999,0,110000.0,286,0
6,250001611370,39.0,4,8,1,1,131,0,50000.0,946,0
7,130001671872,41.0,2,6,3,2,999,0,208000.0,141,0
7,220001713744,34.0,4,6,1,3,999,0,15000.0,56,0
5,10001649256,46.0,2,8,3,1,257,0,450000.0,73567,0
7,180001610948,52.0,2,8,1,1,131,0,406700.0,545,0
6,110001675052,59.0,4,8,3,1,277,1,279464.16000000003,124671,0
7,130001619030,62.0,2,6,3,1,234,1,1748493.42,119686,1
7,260001712263,67.0,2,8,3,1,102,0,2701503.0,144,0
7,240001616186,46.0,2,8,3,1,125,0,461470.0,25845,1
6,90001648105,52.0,2,8,1,1,601,0,77479.18,6275,0
7,260001644219,68.0,4,8,3,3,230,0,230000.0,96,0
7,190001600405,62.0,2,5,9,1,169,0,500000.0,652,0
7,230001600128,40.0,2,8,3,3,297,0,595000.0,3200,1
7,60001619101,53.0,2,8,1,2,298,0,1500.0,221,0
7,140001651405,50.0,2,6,3,3,257,0,20226493.67,10796,0
7,250001611432,53.0,2,8,3,1,999,0,474778.42,16544,0
7,120001606670,47.0,4,8,3,1,134,0,160000.0,16918,0
6,250001610653,75.0,2,8,3,1,922,0,367525.55,4146,0
7,220001605547,63.0,2,8,9,2,266,0,243875.12,4078,0
7,120001645381,53.0,2,8,3,1,923,0,153351.89,1428,0
7,200001730041,54.0,4,6,9,3,999,0,28000.0,210,0
6,190001723556,54.0,2,6,3,1,246,0,17000.0,177,0
7,160001614788,52.0,4,6,9,1,999,0,120000.0,72,0
7,210001647197,44.0,2,5,1,2,999,0,211000.0,490,0
7,170001595423,53.0,2,8,3,1,131,0,649850.01,1020,0
7,250001642258,42.0,2,8,3,1,221,0,8500.0,123,0
6,140001598319,45.0,4,8,1,3,230,0,30000.0,142,0
7,60001646067,62.0,2,8,3,3,265,0,452000.0,228,0
6,170001634984,62.0,2,4,9,1,999,0,55000.0,237,0
6,160001654836,58.0,2,8,3,1,131,0,311612.9,11522,0
8,70001652138,49.0,2,5,3,3,257,0,1035500.0,6821,0
6,260001644942,75.0,2,7,3,2,999,0,600000.0,174,0
7,270001676106,45.0,2,8,1,1,131,0,380000.0,3570,0
6,130001610889,71.0,2,8,1,3,233,0,1195000.0,613,0
6,230001602188,60.0,2,6,1,3,169,0,80000.0,62,0
7,160001623105,78.0,2,8,3,1,111,1,821554.46,37704,1
7,200001603633,83.0,2,8,1,1,277,1,863359.47,27534,0
7,250001652087,35.0,2,4,1,3,999,0,532800.0,1602,0
7,220001713847,49.0,4,6,3,1,999,0,9100.0,101,0
6,230001600151,56.0,4,8,3,1,296,0,1577900.0,8970,0
7,20001612386,36.0,2,8,3,3,277,1,633078.55,26697,0
6,150001619609,28.0,4,8,1,3,131,0,76937.33,1958,0
6,250001611974,45.0,2,8,3,2,232,0,266972.86,181568,1
7,250001611791,62.0,2,8,3,1,278,0,5088918.87,105209,1
6,190001606571,51.0,2,8,9,1,297,0,175000.0,20488,0
6,260001618176,40.0,2,8,3,1,277,1,2722500.0,71831,1
6,50001602974,50.0,2,8,3,3,298,0,216000.0,6997,0
6,10001612487,50.0,2,8,3,2,233,0,550784.79,21075,1
6,130001606174,55.0,2,3,1,1,999,0,1000000.0,284,0
7,60001608824,48.0,4,8,3,3,910,0,350000.0,639,0
7,210001647989,34.0,2,7,1,1,234,0,691010.2,5942,0
7,260001618219,42.0,2,6,9,1,541,0,55000.0,1537,0
6,50001615380,61.0,2,8,3,3,923,1,688377.37,53486,1
7,250001699829,61.0,4,8,1,1,257,0,53600.38,1127,0
7,160001716177,44.0,2,8,3,1,257,0,162000.0,413,0
7,170001619979,49.0,2,6,3,1,257,0,30000.0,524,0
7,190001609789,36.0,2,8,1,1,277,1,520343.05,15437,0
7,250001611435,59.0,2,8,3,1,171,0,305848.46,39530,0
7,210001647975,49.0,2,6,1,1,543,0,22099.32,1887,0
7,250001643793,36.0,4,6,9,1,237,0,11000.0,183,0
7,160001622173,54.0,2,8,3,1,125,0,224900.0,555,0
7,210001601640,60.0,2,8,1,1,131,0,2692200.0,926,0
6,250001610691,38.0,4,8,1,3,999,0,256341.0,37291,0
7,50001696422,58.0,2,5,9,3,298,0,58000.0,119,0
7,130001607519,49.0,2,3,3,1,537,0,143865.99,907,0
7,190001600444,54.0,2,4,1,3,258,0,194800.0,194,0
7,50001604602,51.0,2,5,3,3,233,0,50000.0,145,0
7,140001676908,49.0,4,6,3,2,257,0,300000.0,91,0
7,250001621440,61.0,2,6,7,1,257,0,330000.0,539,0
6,190001619495,57.0,2,8,3,1,277,1,1558120.74,38852,0
7,40001612903,31.0,2,8,3,1,257,0,60000.0,15099,0
8,70001654537,54.0,2,8,3,3,277,1,212500.0,20254,0
7,80001653403,58.0,2,8,3,3,999,0,294000.0,2960,0
7,90001601566,47.0,2,7,3,1,243,0,102000.0,235,0
7,110001604417,41.0,2,6,1,1,257,0,700000.0,1267,0
6,190001609693,48.0,4,6,9,1,257,0,53112.93,2310,0
7,240001644388,27.0,4,8,1,1,265,0,229307.38,629,0
7,250001620599,68.0,2,8,3,1,111,0,3337883.78,50824,1
7,210001621300,67.0,2,7,3,1,395,0,583291.65,1818,0
7,10001643850,45.0,2,4,9,1,999,0,4000.0,232,0
6,240001602678,67.0,4,8,3,1,923,0,280803.54,1894,0
7,250001639554,58.0,2,8,3,3,266,0,15000.0,2817,0
7,130001604374,39.0,2,8,1,3,172,1,1011437.64,65741,1
7,190001716422,44.0,4,8,1,1,278,0,303621.22,11285,0
6,230001693306,77.0,2,6,3,1,999,0,2180957.3,15,0
7,130001607425,33.0,4,8,1,1,121,0,404852.9,26083,0
7,160001612403,33.0,2,8,1,1,278,0,95019.56,3167,0
6,160001603302,61.0,4,6,3,2,257,0,502000.0,1105,0
7,130001613020,57.0,2,8,3,1,923,0,1216694.76,1943,0
7,230001604210,30.0,2,6,3,1,999,0,42.14,77,0
6,50001609364,48.0,2,8,3,3,234,0,1000000.0,331,0
6,250001612003,47.0,4,8,3,3,265,0,32505.33,1427,0
6,250001604828,66.0,2,8,9,1,131,0,1762776.71,2295,0
6,250001612021,61.0,2,8,3,1,277,0,2660374.42,69945,0
7,200001618076,32.0,4,6,1,3,931,0,19.2,12,0
7,120001606652,60.0,2,4,3,3,233,0,1500000.0,205,0
6,160001614517,40.0,2,8,1,2,278,0,79668.93000000001,11034,0
6,210001647855,53.0,2,6,3,3,532,0,3500.0,836,0
7,130001645084,54.0,2,7,3,1,258,0,242000.0,364,0
7,150001612054,59.0,2,8,3,1,101,1,1876144.65,29162,0
7,260001668307,69.0,2,8,3,3,999,0,1592028.16,19708,0
6,250001602034,74.0,4,8,5,3,923,0,1034300.0,248,0
6,250001597705,50.0,2,8,3,4,111,0,2160200.0,5124,0
7,50001606437,69.0,4,6,9,1,277,1,30000.0,73395,1
6,250001611881,44.0,2,8,3,1,297,0,7000.0,1607,0
7,250001643604,41.0,4,8,1,2,230,0,20311.0,189,0
6,230001605871,73.0,2,8,9,1,121,0,158605.0,5157,0
6,60001613073,36.0,2,5,1,1,169,0,550.0,500,0
7,240001597530,37.0,2,8,3,1,999,0,216270.0,2532,0
6,50001673573,52.0,2,6,1,2,109,0,8657.43,174,0
6,260001693505,52.0,2,8,1,3,101,0,850000.0,169,0
7,20001652079,42.0,2,8,1,1,297,0,271000.0,180,0
6,200001669194,31.0,2,6,3,3,242,0,40100.0,82,0
7,130001613138,27.0,2,8,1,3,102,0,707738.64,1002,0
7,190001639137,61.0,2,8,3,1,266,0,356482.16000000003,8151,0
7,20001638581,66.0,4,8,5,3,111,0,1645101.68,3127,0
6,160001614546,35.0,2,8,3,1,257,0,2763745.76,6753,0
7,50001614697,43.0,2,8,1,3,113,0,87000.88,483,0
8,70001621128,45.0,4,6,1,3,169,0,24000.0,460,0
7,240001616215,59.0,2,6,9,1,257,0,1115855.41,9424,0
7,250001727024,27.0,2,8,1,1,931,0,220000.0,68,0
7,190001649589,67.0,4,8,1,2,923,0,441000.0,66,0
6,80001719318,53.0,2,8,3,3,921,0,1190000.0,36898,0
7,40001633329,49.0,2,8,3,3,111,0,525226.71,12287,0
6,170001619895,76.0,2,8,3,1,277,1,8384340.73,67328,0
7,130001607406,56.0,4,8,3,1,143,0,48722.85,10897,0
7,190001639129,58.0,2,6,9,3,403,0,378000.0,312,0
7,170001608978,53.0,2,8,9,1,142,0,90000.0,5828,0
7,160001716142,40.0,4,8,3,1,113,0,8469931.22,12827,0
6,200001600540,50.0,4,8,3,1,999,0,668000.0,6585,0
7,210001648004,73.0,2,8,3,1,233,0,3630.72,118,0
7,110001719544,31.0,2,7,1,1,257,0,44000.0,229,0
7,120001618544,48.0,2,4,3,1,601,0,105000.0,117,0
7,180001605759,39.0,2,8,3,1,395,0,82624.0,15539,0
7,20001636052,62.0,4,7,3,1,257,0,351367.66000000003,34343,1
5,110001595899,43.0,2,5,3,1,278,0,430021.0,52940,0
7,230001595298,28.0,2,6,1,3,257,0,10000.0,254,0
6,80001719429,58.0,2,8,3,1,266,1,840792.23,120337,1
7,250001611817,57.0,4,8,9,1,171,0,7303466.66,7337,0
7,210001601906,33.0,4,8,1,1,999,0,152000.0,440,0
6,220001713914,41.0,4,6,1,1,243,0,40000.0,585,0
7,190001612216,59.0,2,8,3,1,257,0,8601929.78,3615,0
7,50001600622,51.0,2,8,3,2,277,0,127987.8,45491,1
7,190001598381,32.0,2,8,1,1,257,0,410000.0,8285,0
6,10001642339,54.0,2,8,3,3,233,0,670000.0,5632,0
6,130001611017,34.0,4,8,3,1,132,0,9501.34,9649,0
6,230001595281,41.0,2,8,3,1,277,1,1270655.92,10969,1
5,190001717272,67.0,2,8,1,1,923,0,130226.31,1198,0
7,240001647345,24.0,2,6,3,1,999,0,94251.64,24512,0
6,130001615454,44.0,4,6,3,3,598,0,20000.0,757,0
6,90001650669,40.0,2,8,3,2,233,0,12995.21,19811,0
7,220001713747,54.0,2,4,3,3,257,0,120000.0,2921,0
7,10001606500,40.0,2,7,3,3,402,0,166000.0,30,0
7,50001609436,59.0,2,8,3,1,125,0,1600000.0,12434,0
7,180001605760,37.0,4,8,3,1,999,0,329000.0,11769,0
7,230001602819,40.0,4,6,1,3,257,0,80000.0,592,0
7,240001645389,46.0,4,8,3,1,278,0,929233.16,4420,0
6,60001614166,56.0,2,8,3,1,257,0,8010675.03,41093,0
8,70001723598,51.0,4,8,9,1,257,0,192283.6,18271,0
6,50001614050,37.0,2,8,1,3,131,0,435000.0,355,0
7,50001609456,41.0,2,8,3,2,131,0,98000.0,39206,1
7,130001645077,45.0,2,6,1,2,233,0,67000.0,1867,0
7,250001643834,47.0,2,6,3,2,257,0,450000.0,358,0
7,250001610463,31.0,2,8,3,1,999,0,301876.42000000004,32724,0
6,250001620747,41.0,2,8,9,1,233,0,89990.0,536,0
6,50001600551,38.0,4,8,9,3,999,0,38000.0,192,0
6,130001634119,51.0,4,3,3,2,169,0,31000.0,128,0
7,100001725393,48.0,2,6,1,2,109,0,416000.0,92,0
6,130001604310,54.0,2,6,3,3,232,0,125000.0,16394,0
6,90001614055,49.0,2,6,3,1,277,1,9773806.02,117981,1
6,170001715431,54.0,2,8,3,2,131,0,345000.0,889,0
7,190001639153,35.0,2,8,1,1,164,0,676359.4199999999,10272,0
6,160001622618,52.0,2,6,9,1,257,0,382000.0,4719,0
7,190001612214,59.0,2,6,3,1,169,0,697036.86,35677,1
8,70001601756,38.0,4,8,3,3,296,0,1090000.0,4865,0
6,250001602053,68.0,2,8,3,1,277,1,2963247.27,17589,0
6,160001716338,40.0,2,8,1,1,257,0,665000.0,1470,0
6,250001611889,57.0,4,8,3,3,134,0,63521.0,16664,0
7,60001608816,55.0,2,6,3,1,277,1,98849.95,78419,1
7,220001609488,48.0,2,8,3,1,112,0,812992.71,18248,1
6,260001646382,59.0,4,8,3,3,230,0,30000.0,11176,0
7,160001615016,62.0,4,8,9,1,134,0,100000.0,663,0
7,200001617950,34.0,4,7,1,2,257,0,171749.87,4144,0
7,10001606499,39.0,2,7,9,3,999,0,130000.0,27,0
7,240001610835,43.0,2,8,3,1,131,0,1445467.6,44925,1
6,50001600583,25.0,2,8,1,2,278,0,5000.0,1959,0
7,60001603526,30.0,4,6,1,1,257,0,18000.0,695,0
7,100001608118,34.0,2,6,3,1,257,0,1650000.0,35057,0
7,270001620106,41.0,4,8,9,2,265,0,76000.0,1180,0
6,120001615739,70.0,2,6,9,3,156,0,11000.0,14446,0
7,250001597778,59.0,4,8,3,1,266,0,1345400.0,5629,0
7,190001654225,37.0,4,8,3,1,131,0,201802.93,1366,0
6,50001614025,55.0,2,8,3,1,111,0,5340010.3,35351,0
7,160001603334,31.0,2,8,3,1,125,0,101800.0,4991,0
7,20001696502,47.0,4,3,1,2,257,0,97000.0,70,0
7,40001643943,51.0,2,8,3,3,233,0,950000.0,1626,0
7,250001606255,48.0,2,8,9,1,264,0,188900.16,5684,0
7,30001604785,62.0,2,8,3,3,131,0,1610000.0,133,0
6,250001610283,46.0,2,6,3,1,512,0,375000.0,4270,0
7,130001615254,59.0,4,6,9,1,260,0,340000.0,283,0
6,210001648570,45.0,2,8,3,1,602,0,1892065.58,5636,0
6,130001615423,54.0,2,6,3,1,999,0,34000.0,197,0
7,30001636451,56.0,2,6,1,3,999,0,257230.0,646,0
7,80001724205,45.0,4,8,9,1,298,0,105000.0,111,0
7,160001597813,52.0,2,8,1,1,303,0,81431.74,1160,0
7,50001605968,59.0,2,8,3,1,277,1,256500.0,60193,1
6,120001621510,55.0,2,8,3,1,921,0,550000.0,3299,0
7,160001622693,21.0,2,8,1,1,162,0,19000.0,34716,0
7,130001607724,47.0,2,6,3,3,999,0,100000.0,385,0
7,250001610131,61.0,2,8,9,1,257,0,2700000.0,9974,0
6,130001615159,54.0,2,3,3,3,257,0,2236048.0,1323,0
7,50001673150,55.0,2,6,3,1,125,0,275000.0,56,0
7,260001712251,51.0,4,8,3,3,171,0,143400.0,1942,0
8,70001612586,26.0,2,8,1,1,125,0,36970.0,1823,0
7,170001619702,40.0,2,8,3,3,303,0,70000.0,1063,0
6,170001724241,56.0,2,8,9,2,298,0,154000.0,9069,0
7,210001621309,49.0,4,8,3,1,125,0,150000.0,1975,0
7,110001732471,61.0,4,8,1,3,266,0,30000.0,214,0
7,50001619285,54.0,4,5,3,3,298,0,6000.0,506,0
7,210001601649,45.0,2,8,1,1,257,0,2840236.13,3184,0
6,190001714963,58.0,2,6,3,3,278,0,200000.0,8393,0
6,60001645841,43.0,4,8,9,1,131,0,348924.0,2404,0
7,100001602652,43.0,2,7,3,3,254,0,118000.0,1720,0
7,210001648953,56.0,2,8,3,1,278,0,645525.1799999999,10992,0
7,250001609997,34.0,2,8,3,1,136,0,124953.39,33673,0
7,100001613723,45.0,2,8,3,2,297,0,522000.0,5379,0
7,250001643659,41.0,2,7,3,3,278,0,11000.0,13612,0
7,140001601519,41.0,2,5,1,1,999,0,154500.0,624,0
7,270001675927,42.0,2,8,3,3,258,0,722032.96,135,0
6,240001604518,59.0,4,8,3,1,142,0,800000.0,4068,0
7,150001718222,49.0,4,8,1,2,257,0,40000.0,22,0
6,250001727937,39.0,2,8,3,1,103,0,293900.0,2849,0
7,250001643785,42.0,2,8,1,1,232,0,845501.79,17514,0
6,160001621821,67.0,2,8,3,1,277,1,613690.52,95521,1
7,40001600300,37.0,2,6,3,3,257,0,540000.0,3993,0
6,210001596132,44.0,4,8,1,1,131,0,73726.56,3703,0
7,120001614726,50.0,2,8,1,1,278,0,769615.54,2667,0
6,250001611237,47.0,2,7,3,1,999,0,180000.0,1524,0
6,180001602554,31.0,2,8,3,1,131,1,472295.24,79987,1
7,50001644120,40.0,4,6,3,1,581,0,1000.0,135,0
7,30001695686,50.0,2,8,3,3,297,0,1325000.0,386,0
7,120001613588,35.0,4,8,1,1,126,0,177174.19,652,0
6,80001620358,52.0,2,8,3,1,131,0,457537.15,8284,0
6,130001615165,61.0,2,6,1,1,171,0,35000.0,212,0
6,210001647857,48.0,2,8,1,1,111,0,832981.4199999999,10560,0
7,130001596307,47.0,2,8,3,1,131,0,1085664.7,10966,0
7,160001716031,50.0,2,8,3,1,999,0,887575.0900000001,7548,0
7,220001713843,33.0,2,6,3,1,999,0,303000.0,1597,0
6,130001613239,67.0,4,6,9,3,581,0,660000.0,648,0
7,240001645234,53.0,2,8,3,1,257,0,150000.0,256,0
7,100001602648,34.0,2,8,3,2,999,0,45000.0,26282,0
7,240001647206,45.0,2,8,3,1,169,0,1067268.0,13971,0
7,250001597798,46.0,4,8,3,2,132,0,125313.25,3202,0
6,50001615788,55.0,2,8,3,3,257,0,77370.0,270,0
6,60001645991,57.0,2,7,3,1,169,0,250000.0,124,0
7,160001654969,57.0,2,7,7,1,171,0,550000.0,51749,1
7,120001606653,74.0,2,8,3,1,601,0,109831.0,2826,0
6,160001622038,54.0,4,8,9,1,257,0,1200000.0,2933,0
6,160001621904,26.0,2,6,1,1,257,0,85000.0,598,0
7,170001620385,59.0,2,8,9,3,277,1,89263.15000000001,31368,0
6,160001655029,38.0,2,8,3,1,142,0,378467.88,2429,0
7,40001633263,60.0,4,6,5,2,999,0,150000.0,1669,0
7,120001650955,28.0,2,8,1,1,131,0,159355.52,2598,0
6,200001603377,34.0,2,8,3,3,999,0,963.55,17695,0
7,50001647045,58.0,2,6,3,3,402,0,100000.0,427,0
6,130001595984,63.0,4,8,5,1,102,0,2073414.88,4981,0
6,60001614163,61.0,2,8,3,1,111,1,453677.94,79358,1
7,170001610723,27.0,4,8,1,1,298,0,80000.0,9249,0
7,130001645045,83.0,2,8,5,1,131,0,1570000.0,253,0
7,40001633333,69.0,4,8,5,1,277,1,3472814.2800000003,24080,0
6,50001619846,42.0,4,8,9,3,125,0,40000.0,6404,0
6,270001697355,53.0,2,8,3,1,111,0,137992.86000000002,140,0
7,160001622708,60.0,2,8,3,1,297,0,90000.0,774,0
6,240001597460,46.0,4,8,3,1,297,0,235000.0,35866,0
7,80001602773,55.0,2,6,3,1,234,0,200000.0,4005,0
7,80001653408,40.0,2,6,3,3,297,0,42000.0,391,0
7,240001614377,46.0,2,8,3,1,124,0,2891278.46,19672,0
7,120001597628,52.0,2,8,3,1,298,0,379737.34,368,0
7,130001607395,47.0,2,8,9,1,111,0,130000.0,3019,0
7,220001609484,62.0,2,8,3,3,101,0,1702750.0,177,0
7,250001610025,43.0,2,8,1,1,235,0,21000.0,1456,0
7,250001610174,54.0,2,8,3,1,999,0,2373000.0,5039,0
7,50001644126,44.0,2,8,3,3,233,0,553000.0,1057,0
6,120001652595,59.0,2,8,3,1,277,1,4172729.51,76571,1
7,180001604040,56.0,2,7,3,1,257,0,750000.0,3231,0
7,250001614892,57.0,2,7,3,1,403,0,1333.21,959,0
7,140001601499,42.0,2,8,1,3,171,0,496345.68,20882,0
7,160001654951,45.0,2,8,3,1,257,0,250123.09,26694,0
7,250001610155,47.0,4,8,3,2,999,0,654000.0,11716,0
7,130001603673,51.0,4,4,3,3,169,0,175000.0,150,0
7,50001620914,69.0,4,8,1,3,999,0,270000.0,122,0
6,50001615808,42.0,4,5,3,2,999,0,15000.0,472,0
6,90001601552,45.0,2,8,9,1,125,0,65000.0,850,0
6,190001619234,53.0,2,8,9,1,131,0,120000.0,864,0
7,250001602151,57.0,2,8,3,1,277,1,6148962.83,129097,1
6,90001621630,75.0,2,8,3,1,111,0,2746246.84,43624,0
7,10001650033,41.0,2,8,1,1,277,0,375000.0,7112,1
7,110001621191,48.0,2,7,3,1,257,0,219826.42,5771,0
6,190001644979,42.0,2,8,3,3,125,0,631880.31,596,0
7,60001634431,55.0,2,6,9,3,593,0,24999.0,674,0
6,250001606071,82.0,2,8,3,4,923,0,2147835.87,822,0
7,250001602102,34.0,2,6,3,3,999,0,14000.0,881,0
7,240001614375,70.0,2,8,3,1,166,0,1031943.14,56363,1
6,250001613765,75.0,2,8,3,1,142,0,1440607.09,40365,0
7,20001636060,52.0,4,6,1,1,999,0,7000.0,228,0
8,70001652146,46.0,4,8,3,3,132,0,158000.0,9252,0
7,250001610128,50.0,2,8,3,1,233,0,772000.0,38463,0
6,80001719419,59.0,4,8,1,1,131,0,665400.0,301,0
7,210001601662,54.0,2,8,3,1,131,0,700000.0,1909,0
7,20001612383,40.0,2,8,3,1,131,0,745000.0,18839,0
7,270001672845,45.0,2,8,3,3,266,1,439912.77,12798,1
6,110001612770,45.0,2,8,3,1,257,0,4131163.82,98704,1
7,250001606276,41.0,2,8,3,1,131,0,1362795.73,1116,0
7,130001613136,33.0,2,6,1,3,221,0,6000.0,1553,0
7,40001612911,63.0,4,6,1,3,257,0,11500.0,88,0
7,30001604782,41.0,2,7,1,1,278,0,47240.72,4311,0
6,170001609641,55.0,2,8,9,3,131,0,147051.0,2027,0
7,190001601366,69.0,2,4,3,3,923,0,76959.0,752,0
7,130001604377,49.0,4,8,1,3,298,0,41876.48,5425,0
6,160001597836,35.0,2,7,1,3,257,0,169893.6,541,0
7,250001642233,46.0,2,8,3,1,999,0,25000.0,610,0
6,230001728502,49.0,4,7,1,3,999,0,250000.0,481,0
6,90001621638,60.0,4,8,3,1,230,0,540000.0,1905,0
7,190001613684,40.0,2,8,3,1,257,0,17000.0,280,0
6,50001619861,50.0,2,6,9,3,163,0,112944.75,9650,0
6,130001615077,72.0,2,3,3,2,923,0,391033.3,267,0
7,150001619619,49.0,4,8,3,1,999,0,240000.0,2128,0
6,250001610688,59.0,2,8,3,1,277,1,936947.08,151861,1
6,270001675996,53.0,2,8,3,1,233,0,30175.96,3150,0
7,250001642195,50.0,2,8,3,3,257,0,196400.0,1096,0
7,10001635539,46.0,2,8,3,1,233,0,644000.0,5512,1
6,160001622288,62.0,4,8,9,1,257,0,375000.56,3185,0
7,210001596172,41.0,2,8,1,1,258,0,156889.83000000002,5278,0
7,130001634238,34.0,2,6,1,3,999,0,200000.0,278,0
7,210001647997,43.0,4,7,3,1,403,0,293486.18,733,0
6,210001621245,31.0,2,8,3,1,131,0,3940483.62,2117,0
7,160001622236,54.0,2,7,3,3,291,0,417800.0,1507,0
7,210001647168,48.0,4,8,3,1,999,0,2484155.06,20767,0
7,50001648298,50.0,2,8,3,1,131,0,83590.0,936,0
7,80001646719,33.0,2,8,1,1,257,0,294136.18,7186,0
7,250001609961,56.0,2,8,3,1,111,0,1565371.63,12178,0
7,10001643427,53.0,4,8,3,3,395,1,730000.0,10485,1
6,240001614588,42.0,2,7,9,1,257,0,43900.0,187,0
6,260001670202,54.0,2,8,3,2,266,0,530000.0,1788,0
7,240001647276,47.0,2,7,3,1,257,0,744740.0,1494,0
7,250001699806,36.0,2,4,3,1,999,0,232500.0,85,0
6,130001612968,41.0,2,7,3,3,164,0,408282.0,2035,0
6,250001611866,57.0,2,8,3,1,170,0,747304.49,3364,0
6,170001602569,45.0,2,6,1,3,257,0,565670.0,5297,0
6,90001614059,43.0,2,8,3,3,131,0,152000.0,6095,0
6,230001604288,43.0,2,8,3,3,296,0,90000.0,289,0
7,240001610206,40.0,2,6,1,1,257,0,219000.0,519,0
7,60001608839,39.0,2,7,3,3,125,0,229179.63,685,0
7,20001621807,62.0,2,8,3,1,169,0,100000.0,1797,0
7,10001606502,47.0,2,6,3,3,169,0,314000.0,90,0
7,190001649606,50.0,2,8,1,1,297,0,92000.0,510,0
7,260001668314,56.0,4,8,3,2,266,0,456000.0,1906,0
6,250001717185,54.0,2,7,9,3,921,0,106000.0,225,0
6,90001614751,48.0,2,8,3,1,278,0,23000.0,4138,0
7,100001599551,56.0,2,4,3,3,257,0,5501769.93,26697,0
7,130001645065,31.0,2,8,3,1,278,0,196000.0,19971,0
6,250001622065,29.0,4,7,3,1,999,0,5651.91,262,0
7,130001615211,48.0,4,8,9,1,142,0,425000.0,8042,0
6,250001635938,37.0,2,8,1,1,297,0,316000.0,213,0
7,230001611084,54.0,4,4,3,3,257,0,210000.0,23,0
7,40001618676,41.0,2,8,3,1,131,0,550000.0,9415,0
6,170001609126,54.0,2,8,3,3,923,0,1334372.0,5374,0
7,210001621318,44.0,4,8,3,1,131,0,82000.0,14575,0
6,150001603193,45.0,4,8,3,1,278,0,193495.95,30329,0
7,240001597531,32.0,2,8,3,1,257,0,660000.0,12165,0
7,250001699822,42.0,2,8,3,1,257,0,559554.8,13997,0
7,210001621304,60.0,2,6,3,1,601,0,134010.54,6649,0
6,50001600778,61.0,2,8,3,1,921,0,224929.31,2666,0
7,40001618386,49.0,2,8,3,3,999,0,5000.0,1966,0
