CD_CARGO,SQ_CANDIDATO,NR_IDADE_DATA_POSSE_x,CD_GENERO,CD_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,CD_COR_RACA,CD_OCUPACAO,ST_REELEICAO_x,VR_BEM_CANDIDATO_x,QT_VOTOS_NOMINAIS_x,DS_SIT_TOT_TURNO
7,190001639005,54.0,2,8,3,1,232,0,4058000.0,530,0
7,190001639120,46.0,2,8,3,2,156,0,409024.0,664,0
6,240001614312,63.0,2,7,3,1,125,0,558000.0,3701,0
7,220001723684,45.0,2,7,3,2,233,0,270000.0,801,0
6,50001602968,41.0,4,6,1,2,999,0,100000.0,99,0
7,230001600188,33.0,2,6,1,3,257,0,3520714.0,455,0
6,190001714928,48.0,4,7,1,1,258,0,28000.0,465,0
7,80001604499,58.0,2,8,3,3,111,1,733470.4600000001,20804,1
6,160001622309,34.0,2,7,1,1,257,0,1008220.71,47015,0
7,140001611684,49.0,4,8,9,2,265,0,450000.0,908,0
5,110001593948,42.0,2,8,9,3,297,0,350479.86,33167,0
7,30001595392,49.0,4,8,1,2,999,0,11559.0,251,0
7,130001678191,65.0,2,6,3,3,923,0,165000.0,132,0
6,180001608869,62.0,2,7,3,1,257,0,224954.0,1083,0
7,130001613049,53.0,2,8,1,1,265,0,19500.0,34,0
7,120001643155,40.0,2,8,3,3,111,0,1063712.72,10244,0
6,70001601751,51.0,4,8,1,2,296,0,212450.0,4820,0
7,80001602763,41.0,2,8,3,1,131,0,71919.2,20731,1
7,140001721045,59.0,2,8,9,1,923,0,38000.0,81,0
6,210001601862,54.0,2,2,1,2,999,0,400000.0,220,0
7,10001642316,36.0,2,6,1,3,999,0,200000.0,645,0
7,130001671889,52.0,2,8,3,1,111,0,13502209.64,16345,0
6,250001715901,42.0,2,6,3,3,169,0,0.01,1340,0
7,110001620551,55.0,2,6,9,1,172,0,55000.0,1235,0
7,50001619281,59.0,2,8,3,1,277,0,260926.18,77995,1
7,250001610118,51.0,4,8,5,1,172,0,441431.04,8351,0
7,190001609781,54.0,2,5,9,1,999,0,15750.0,3150,0
7,240001614324,39.0,2,8,9,1,296,0,650000.0,3999,0
7,50001619239,41.0,2,6,3,3,403,0,10000.0,266,0
5,10001643544,56.0,4,8,3,1,131,0,3528621.02,39555,0
7,160001622212,44.0,2,4,1,1,709,0,263000.0,289,0
7,100001675682,32.0,4,8,1,1,113,0,240000.0,77,0
7,100001675689,57.0,4,8,3,3,257,0,120000.0,116,0
6,200001612238,74.0,2,8,3,1,131,0,12640793.47,11630,0
7,100001603157,46.0,2,6,3,1,257,0,1000.0,1927,0
7,210001610584,53.0,2,8,3,2,131,0,197000.0,1444,0
7,160001716138,61.0,2,5,3,2,257,0,34620.0,1110,0
7,60001608919,44.0,4,8,1,1,169,0,511463.27,899,0
6,40001609383,46.0,2,6,3,3,233,0,1140000.0,2137,0
6,110001643558,39.0,2,8,3,1,131,0,25491627.13,54607,0
6,120001609243,61.0,4,8,9,1,278,0,953366.43,3051,0
7,130001619045,25.0,2,7,1,1,277,1,244740.34,637412,1
7,130001613022,42.0,4,8,1,1,134,0,2200.0,1125,0
7,230001604211,42.0,2,6,3,1,257,0,5000.0,2445,0
7,50001600614,59.0,2,4,3,3,536,0,20000.0,242,0
6,50001620855,44.0,2,8,1,3,113,0,199896.72,5205,0
7,170001620397,56.0,4,8,3,3,277,1,115786.35,118869,1
6,260001713930,56.0,2,8,9,1,265,0,320027.8,532,0
7,30001619660,46.0,2,8,3,2,257,0,60000.0,260,0
7,160001614848,37.0,2,8,3,3,278,0,42000.0,2877,0
7,190001613861,57.0,2,8,9,1,921,0,55000.0,774,0
7,210001605736,52.0,2,8,3,1,297,0,10886.84,745,0
7,40001618655,31.0,2,8,1,3,999,0,126191.09,2691,0
7,200001603634,42.0,4,6,1,3,277,1,811389.22,36027,1
7,80001611202,42.0,2,6,9,3,999,0,1650000.0,580,0
7,250001699812,50.0,2,8,3,1,257,0,54000.0,197,0
7,130001598556,73.0,2,8,3,1,111,0,8300505.68,57547,1
6,230001610954,37.0,4,8,3,1,265,0,25000.0,133,0
7,190001601408,45.0,2,6,3,3,921,0,309446.36,17710,0
6,130001613383,39.0,2,6,3,3,166,0,190000.0,845,0
6,170001613271,71.0,2,6,9,3,124,0,1280000.0,19379,0
6,50001615797,58.0,2,6,1,2,922,0,100000.0,873,0
6,30001640519,48.0,4,8,5,1,257,0,325000.0,679,0
7,250001639560,46.0,4,8,3,2,298,0,0.0,1580,0
6,250001611987,28.0,2,8,3,1,265,0,445422.77,2015,0
7,50001610374,31.0,4,5,3,3,163,0,10600.0,120,0
7,270001675933,48.0,2,6,3,3,411,0,165000.0,183,0
7,250001611759,59.0,2,8,3,1,277,1,995786.09,110251,1
7,50001607306,48.0,2,8,3,3,277,1,5133151.2,114778,1
6,250001613982,44.0,4,6,3,1,257,0,50000.0,60,0
6,160001654849,51.0,4,6,3,1,403,0,1330000.0,243,0
7,270001697326,46.0,4,8,1,3,230,0,704000.0,986,0
7,240001610221,55.0,2,8,3,1,999,0,335372.0,14472,0
7,180001604056,48.0,2,8,9,3,257,0,128678000.0,11295,0
7,160001717240,48.0,2,3,3,1,254,0,200000.0,114,0
7,80001649872,28.0,2,8,1,1,257,0,71000.0,1804,0
7,250001621413,41.0,2,4,1,1,169,0,145000.0,150,0
7,40001618352,60.0,2,6,3,1,155,0,162900.0,2341,0
6,270001612032,58.0,4,8,9,3,298,0,423000.0,1869,0
7,140001676883,32.0,4,8,3,1,278,0,1167489.08,61219,1
7,160001621889,55.0,2,6,5,1,910,0,94000.0,865,0
6,250001610698,29.0,2,8,1,2,125,0,2.75,1912,0
7,90001652967,34.0,4,8,9,2,131,0,159000.0,1639,0
7,130001634249,38.0,4,6,1,2,221,0,102000.0,473,0
6,120001675476,42.0,4,8,1,1,131,0,100659.08,1121,0
6,160001597844,55.0,2,8,1,1,171,0,482500.0,1209,0
7,150001621366,68.0,2,8,9,3,125,0,200000.0,4960,0
6,190001714949,39.0,2,8,1,1,257,0,12010.0,6194,0
6,10001619991,34.0,2,8,1,3,233,0,11000.0,1478,0
6,190001619231,48.0,2,6,3,1,109,0,380000.0,7324,0
7,250001619376,55.0,4,8,1,1,117,0,711491.6699999999,1881,0
8,70001649961,61.0,4,8,1,1,922,0,554434.0,171,0
7,190001606368,44.0,2,4,3,1,537,0,42000.0,2192,0
7,100001607098,37.0,2,8,9,1,131,0,500000.0,7189,0
7,80001604488,29.0,4,7,1,3,931,0,210000.0,1443,0
5,260001666588,42.0,2,8,1,1,125,0,400194.01,267756,0
7,200001604202,41.0,2,8,3,1,232,0,608298.89,27763,0
7,250001614940,46.0,2,8,3,1,131,0,792350.6,944,0
6,190001606450,45.0,2,3,3,3,169,0,982500.0,919,0
7,210001620191,36.0,2,8,1,1,278,0,20733.0,9166,0
7,130001607721,56.0,4,8,5,1,169,1,2162952.63,80136,1
7,250001642275,36.0,4,8,3,1,131,0,167000.0,75,0
7,250001611749,35.0,4,8,1,1,278,0,18587.21,12126,0
6,90001645002,65.0,2,6,3,1,999,0,502000.0,415,0
7,160001623088,61.0,2,7,3,1,298,0,43202.0,304,0
7,130001596332,36.0,4,6,1,1,999,0,265000.0,594,0
6,40001618511,34.0,2,6,3,3,257,0,600000.0,536,0
6,50001614034,31.0,2,8,1,1,277,1,890629.3200000001,69087,0
6,190001606485,39.0,2,8,1,3,257,0,412000.0,395,0
6,120001621516,58.0,2,6,3,1,411,0,254500.0,1639,0
7,50001620920,35.0,2,8,3,1,101,0,212558.19,1471,0
6,250001604863,67.0,2,8,3,1,230,0,273000.0,555,0
7,220001643237,42.0,2,8,3,3,233,0,280000.0,6409,0
7,90001653171,30.0,4,6,1,3,257,0,460000.0,400,0
6,230001643492,30.0,2,8,1,3,257,0,3500000.0,126,0
7,190001615300,48.0,4,6,3,1,999,0,267467.88,371,0
7,60001608918,44.0,2,8,1,1,131,0,80317.82,2677,0
7,240001605919,40.0,2,8,3,1,277,1,1983286.4,54320,1
6,100001602272,59.0,2,8,9,1,111,0,173000.0,6594,0
6,60001634340,27.0,2,8,1,1,266,0,10497.56,2140,0
5,260001634212,60.0,2,8,1,1,237,0,250000.0,1333,0
6,140001615571,49.0,2,8,1,1,277,1,841616.58,99804,0
6,150001612082,38.0,4,8,9,3,113,0,80000.0,3210,0
7,190001649620,50.0,2,8,3,1,921,0,86000.0,727,0
7,140001676606,57.0,2,8,3,2,297,0,364065.14,5349,0
7,130001615240,66.0,2,8,3,1,257,0,6001000.0,183,0
7,250001611813,78.0,4,6,1,2,163,1,432469.15,90496,1
7,250001614891,36.0,2,8,1,1,257,0,20000.0,33109,0
7,250001639553,73.0,2,8,9,1,131,0,100000.0,376,0
6,90001651355,62.0,2,6,3,1,257,0,4428682.3,9164,0
7,250001604990,53.0,4,8,3,2,297,0,1.0,779,0
7,50001603019,45.0,2,6,3,3,257,0,1135000.0,1242,0
7,160001622157,39.0,2,5,3,1,999,0,50000.0,610,0
7,30001605443,41.0,2,8,3,1,125,1,111293.0,7072,1
6,230001610810,49.0,4,8,3,5,277,0,20000.0,11221,0
6,260001618177,47.0,4,3,9,3,581,0,150000.0,568,0
7,210001611282,63.0,4,8,7,1,923,0,20000.0,162,0
7,90001648385,38.0,2,8,3,3,999,0,262929.73,41456,1
6,170001718022,50.0,2,6,3,2,999,0,31715.0,709,0
7,240001645025,64.0,4,4,5,1,581,0,290000.0,71,0
6,190001613488,54.0,2,8,9,1,111,0,8286175.37,24089,0
6,250001612094,48.0,2,8,3,3,125,0,1300000.0,266,0
7,150001621600,32.0,2,6,1,3,125,0,81000.0,373,0
6,210001596911,54.0,2,6,1,1,999,0,180000.0,6719,0
6,200001608805,56.0,2,8,3,1,277,1,1593563.16,100693,1
7,250001610536,41.0,2,8,1,1,124,0,2324630.71,51948,0
7,140001601517,42.0,4,8,3,3,125,0,433636.96,818,0
7,220001635558,61.0,4,6,5,1,999,0,503500.0,102,0
7,190001613852,41.0,2,8,3,1,295,0,49806.0,416,0
6,220001612156,47.0,2,8,3,3,111,0,319067.35,8492,0
7,270001654145,69.0,4,6,3,1,277,1,2303245.97,11246,0
7,210001602885,59.0,2,8,3,1,297,0,373424.61,3339,0
7,240001647260,62.0,4,8,1,1,131,0,940000.0,1792,0
6,250001622044,49.0,4,7,1,3,257,0,5000.0,154,0
6,100001615475,40.0,2,6,9,3,278,0,445000.0,644,0
7,150001620839,47.0,2,6,3,2,536,0,288600.0,725,0
6,130001603563,51.0,2,8,1,1,277,1,3081969.2800000003,107523,1
6,170001634996,28.0,4,3,1,3,257,0,60713.27,111,0
7,130001615629,64.0,2,8,3,2,923,0,227752.3,934,0
7,60001633644,62.0,2,8,9,3,266,0,336000.0,20324,0
6,130001668936,61.0,2,6,3,1,922,0,248876.0,1685,0
6,270001643551,62.0,2,6,3,3,277,1,3572680.44,35171,1
7,150001603119,55.0,4,8,5,3,581,0,301725.99,2111,0
7,30001636458,65.0,2,8,1,3,125,0,850000.0,62,0
6,260001690716,47.0,2,6,3,1,257,0,3678000.0,151,0
7,250001610111,44.0,2,8,9,1,233,0,591873.48,7874,0
7,270001675932,62.0,4,7,1,1,257,0,234676.42,666,0
7,40001643953,70.0,4,6,9,5,999,0,130000.0,191,0
7,250001597761,65.0,2,8,1,1,121,0,987426.04,648,0
7,40001618472,36.0,2,8,3,1,277,1,2945151.29,105510,1
7,190001649609,40.0,2,6,9,3,166,0,41000.0,76715,0
7,130001615618,40.0,2,8,3,1,142,0,1135000.0,18911,0
7,130001613311,34.0,2,8,3,1,131,0,551051.56,94337,0
7,110001612931,31.0,4,8,3,1,131,0,163129.6,9041,0
7,160001614766,41.0,2,6,1,1,171,0,31594.0,1506,0
7,250001643664,34.0,2,8,3,1,121,0,361326.8,16969,0
6,250001602037,35.0,2,8,1,1,278,0,663574.05,178777,1
7,230001611072,68.0,4,7,3,3,999,0,2500.0,22,0
7,190001609771,49.0,2,6,3,2,999,0,17500.0,107,0
7,160001614858,57.0,2,6,3,2,297,0,578000.0,714,0
7,100001607068,53.0,2,8,1,1,293,0,660000.0,738,0
6,180001714310,29.0,4,8,3,3,999,0,50000.0,145,0
7,250001719490,68.0,2,8,1,3,131,0,328000.0,376,0
7,190001620498,53.0,4,8,1,5,923,0,975331.77,8135,0
6,90001650877,72.0,2,8,3,1,277,1,1840196.09,32057,0
6,50001600782,45.0,2,8,3,3,257,0,400787.25,39166,0
7,40001671684,44.0,2,6,3,3,303,0,377500.0,128,0
6,250001635935,53.0,2,8,3,3,999,0,322000.0,596,0
7,20001612367,34.0,2,7,3,3,234,0,36674.11,20096,0
6,190001638607,47.0,2,8,3,1,295,0,6092.41,276,0
6,50001619874,49.0,2,6,1,3,592,0,20000.0,356,0
7,270001651895,66.0,2,6,3,1,277,1,13591900.0,20683,1
7,130001613036,69.0,2,4,3,3,923,0,8000.0,260,0
6,60001619086,46.0,2,3,1,2,999,0,1500.0,190,0
7,120001618542,57.0,2,8,3,1,403,0,32000.0,1094,0
7,180001713650,57.0,4,8,1,3,125,0,28000.0,133,0
7,260001644519,55.0,4,8,9,3,265,0,353000.0,223,0
7,40001618357,38.0,2,8,1,2,233,0,265000.0,3632,0
5,250001610580,67.0,2,7,3,2,707,0,691363.22,14598,0
8,70001609160,33.0,2,8,1,1,297,0,134000.0,1963,0
6,130001634133,54.0,2,8,3,1,298,0,217567.18,297,0
8,70001620305,54.0,2,8,3,2,297,0,173286.0,1700,0
6,160001597837,34.0,2,8,1,1,131,0,1446797.28,2855,0
7,60001603545,37.0,2,8,3,1,131,1,1393136.01,72183,1
6,30001601838,60.0,2,8,3,2,133,0,80000.0,6570,0
7,120001613598,59.0,2,6,3,1,156,0,686200.0,566,0
7,10001623538,37.0,2,8,3,3,101,0,197231.47,4479,0
6,10001655720,39.0,2,8,3,1,111,0,41221.57,5919,0
6,220001600383,47.0,2,8,1,1,257,0,150000.0,353,0
6,130001644581,38.0,4,8,1,1,297,0,28949.9,585,0
7,50001727558,41.0,2,8,1,2,169,0,40000.0,744,0
6,250001622045,38.0,2,8,3,3,131,0,412595.0,309,0
6,270001697138,34.0,4,8,1,1,131,0,506000.0,417,0
7,240001647230,48.0,2,8,3,1,258,0,229000.0,692,0
7,250001642243,40.0,2,8,3,3,999,0,311538.3,336,0
7,240001616195,46.0,2,6,9,1,257,0,16000.0,223,0
7,80001650869,44.0,2,8,3,1,113,0,61000.0,352,0
6,40001609210,42.0,2,8,3,1,257,0,1636947.73,5869,0
6,130001607263,68.0,2,8,9,1,131,0,1700093.59,1867,0
7,230001595290,36.0,4,8,3,3,277,1,546862.25,6939,1
7,210001621333,39.0,4,7,9,1,298,0,185479.5,4874,0
7,60001603521,50.0,4,8,3,3,114,0,542.79,3237,0
7,130001596314,49.0,2,8,3,3,233,0,720000.0,26854,0
6,240001610078,54.0,2,8,3,1,230,0,150000.0,370,0
6,60001619167,49.0,2,8,3,3,297,0,600000.0,3032,0
7,130001634257,33.0,4,8,3,1,257,0,445094.65,59381,1
6,250001715864,41.0,2,8,9,1,266,0,1.0,141,0
7,240001614277,53.0,2,8,3,1,257,0,749878.4,14748,0
6,130001610992,35.0,2,8,3,1,277,1,581733.0,59297,1
7,230001602212,51.0,2,5,9,3,257,0,100000.0,410,0
6,160001654821,48.0,2,8,3,1,296,0,1575244.47,10080,0
7,160001622712,44.0,4,8,5,1,514,0,998000.0,85,0
6,130001603573,62.0,2,8,3,1,115,0,366804.32,9772,0
7,130001723084,78.0,2,8,1,1,115,0,1200000.0,39,0
7,50001620003,35.0,4,8,1,3,114,0,1184000.0,23529,0
6,50001645893,62.0,2,8,3,1,999,0,796000.0,1267,0
6,160001622034,45.0,2,8,3,3,910,0,300077.58,47052,0
6,130001598359,34.0,2,8,3,1,131,1,3060000.0,41833,0
7,150001620788,47.0,2,6,1,3,709,0,19500.0,486,0
7,200001617954,49.0,2,8,3,1,297,0,422000.0,509,0
7,80001648791,72.0,2,8,3,2,117,0,78000.0,2411,0
7,190001638493,39.0,2,8,1,1,999,0,8908.6,3045,0
7,250001612299,62.0,2,8,3,1,257,0,2289322.86,6801,0
6,180001608625,46.0,4,8,3,3,296,0,45000.0,892,0
6,50001600550,38.0,4,6,1,2,999,0,75000.0,115,0
7,150001621371,31.0,4,8,1,3,233,0,37000.0,17290,0
7,160001623086,57.0,2,8,3,3,296,0,1447786.68,674,0
7,250001612293,35.0,2,8,3,1,131,0,116261.2,1764,0
7,80001602758,64.0,2,8,3,1,234,0,691839.94,6717,0
7,150001621673,42.0,4,8,3,3,999,0,50000.0,936,0
7,180001604043,47.0,2,8,1,3,296,0,60000.0,610,0
6,210001646682,62.0,2,8,3,1,257,0,2407059.27,13465,0
6,190001619208,56.0,4,8,9,3,131,0,48237.5,373,0
7,30001619649,35.0,2,6,3,2,411,0,3000.0,14380,0
6,60001601189,35.0,2,8,1,1,277,1,297541.04,205106,1
7,190001619475,45.0,2,6,3,1,277,1,3766549.57,181274,1
7,60001608913,36.0,2,7,3,3,171,0,122000.0,2467,0
6,190001600484,33.0,4,8,1,2,125,0,18299.85,13530,0
7,140001601786,35.0,2,8,3,3,131,0,553164.86,23230,1
6,210001648594,46.0,2,8,3,1,703,0,21010.35,9363,0
6,130001611029,48.0,2,7,9,1,277,1,1196659.6,31025,1
7,250001621457,58.0,4,8,3,1,102,0,140000.0,633,0
6,50001619917,56.0,2,6,9,3,257,0,8181.0,325,0
6,40001719233,46.0,2,8,9,1,232,0,420000.0,158,0
7,190001619425,37.0,4,8,3,1,134,0,10870.73,2741,0
8,70001654554,56.0,2,8,3,1,124,0,299117.93,765,0
8,70001611512,34.0,2,8,3,3,257,0,83923.15,744,0
6,250001715878,38.0,4,7,3,1,257,0,912000.1,276,0
6,100001608067,48.0,2,6,3,3,257,0,200000.0,5086,0
6,110001655506,43.0,2,6,3,3,257,0,565000.0,6126,0
7,170001609303,50.0,2,8,3,3,232,0,258133.3,3055,0
6,250001700015,54.0,4,8,9,1,132,0,140831.69,109,0
6,240001611938,60.0,4,8,1,1,277,1,304762.48,130138,1
7,250001642255,64.0,2,8,3,2,171,0,635000.0,201,0
6,140001611711,36.0,4,6,1,1,257,0,35000.0,2914,0
7,210001620201,69.0,2,8,3,1,102,0,686425.79,12392,0
6,170001618603,46.0,2,8,3,3,278,0,55000.0,16128,0
6,250001602024,47.0,2,6,1,3,233,0,56900.0,2350,0
7,50001619300,42.0,4,8,3,2,601,0,244653.09,637,0
6,190001609750,49.0,2,8,3,1,265,0,445000.0,1335,0
7,250001609979,43.0,4,8,3,2,131,0,70353.45,1346,0
7,190001620491,77.0,2,8,3,1,257,0,2038284.91,2275,0
6,180001613686,25.0,4,6,1,4,931,0,30000.0,207,0
7,220001713582,44.0,4,8,3,1,131,0,119995.57,404,0
7,50001614706,46.0,2,6,1,1,298,0,31320.0,488,0
7,130001615226,50.0,2,7,3,3,278,0,1100000.0,22613,0
7,190001613842,47.0,2,8,3,1,172,0,236890.0,5127,0
6,30001611388,58.0,2,8,3,1,131,0,919940.0,4824,0
6,80001650199,50.0,2,8,3,3,125,1,73607.72,75034,1
7,240001644763,58.0,2,8,3,1,131,0,578302.92,3546,0
7,160001622679,60.0,2,8,3,1,143,0,635000.0,1251,0
7,60001633667,39.0,2,6,9,3,999,0,48071.45,60193,0
7,110001635650,49.0,2,8,3,1,999,0,9002036.120000001,9239,0
7,240001614282,41.0,2,8,3,1,232,0,212376.68,34912,1
7,100001689578,63.0,2,6,1,3,999,0,3804000.0,113,0
6,10001612486,47.0,4,8,3,3,277,0,76000.0,21285,1
6,190001606486,60.0,2,8,3,3,171,0,773000.0,797,0
7,190001723116,36.0,2,8,3,2,233,0,315000.0,1142,0
6,210001620063,42.0,2,8,3,3,111,0,6860390.96,15118,0
7,50001609481,53.0,4,8,3,1,102,0,643914.74,32012,0
7,220001713572,65.0,2,8,3,1,125,0,3129775.5,4021,0
7,170001619697,50.0,2,6,1,1,278,0,588841.92,19295,0
6,270001643525,30.0,2,8,1,3,278,0,177850.0,9345,0
7,240001614342,51.0,2,6,3,1,257,0,2958496.65,31659,1
6,160001716336,44.0,4,8,3,1,265,0,191678.51,1358,0
7,100001603155,73.0,2,8,3,1,257,0,1030000.0,3588,0
7,170001618748,42.0,2,6,1,1,257,0,50000.0,644,0
7,240001614563,59.0,2,6,1,1,999,0,20000.0,50,0
6,20001614181,38.0,2,8,3,1,999,0,320536.68,94337,1
6,250001643751,30.0,4,8,1,1,257,0,2811823.68,32932,0
6,100001607053,35.0,2,8,1,3,395,0,190000.0,12806,0
6,190001639075,44.0,2,8,3,3,233,0,40000.0,463,0
7,150001723298,38.0,2,8,1,3,298,0,320000.0,577,0
7,190001654226,52.0,2,8,3,3,131,0,1207223.77,516,0
7,250001597768,49.0,4,8,3,1,132,0,100000.0,2692,0
6,250001612015,57.0,2,8,9,1,131,0,1601139.67,3744,0
7,170001618763,47.0,4,8,3,1,113,0,41560.0,488,0
7,130001678167,36.0,2,8,9,1,277,1,887638.8400000001,96862,1
7,210001601656,43.0,2,8,3,1,115,0,480000.0,3960,0
6,260001619674,36.0,2,8,3,3,266,0,142000.0,4916,0
7,100001689561,43.0,2,8,3,3,257,0,9177.48,440,0
6,60001603485,52.0,2,4,3,3,257,1,3569499.9,151030,1
6,250001635947,73.0,4,7,7,1,999,0,2376555.59,43,0
7,210001621494,47.0,2,8,3,1,394,0,5000.0,139,0
6,140001620796,22.0,2,6,1,1,910,0,249176.42,3552,0
7,190001620529,44.0,2,8,3,3,257,0,875821.49,71301,1
6,190001596776,52.0,2,8,3,1,297,0,503915.86,18627,0
6,250001643737,41.0,2,4,1,1,257,0,934162.0,41054,0
7,250001692524,48.0,2,6,3,3,512,0,371611.18,158,0
7,200001617948,51.0,2,8,1,1,999,0,30000.0,251,0
7,50001614685,39.0,2,8,1,2,233,0,350283.12,281,0
6,10001716347,43.0,2,3,3,3,278,0,60000.0,609,0
7,160001622203,62.0,2,7,3,1,291,0,173560.58000000002,154212,0
5,100001713306,43.0,4,7,1,2,606,0,6000.0,34294,0
7,100001619966,46.0,2,8,1,3,113,0,254000.0,431,0
7,160001603367,62.0,2,8,3,1,999,0,937000.0,4169,0
6,60001601184,76.0,2,7,3,1,923,0,143500.0,3248,0
6,190001644807,51.0,2,8,3,1,131,0,526390.08,1639,0
6,190001598418,39.0,2,8,1,1,131,0,53000.0,8143,0
7,130001604387,57.0,2,6,3,3,999,0,167000.0,2142,0
7,250001610447,40.0,2,8,3,1,131,0,644043.45,14356,0
7,140001611694,39.0,2,8,1,1,125,0,9500.0,636,0
7,260001644521,62.0,4,5,1,3,169,0,12000.0,174,0
6,250001613958,39.0,4,8,1,3,131,0,15000.0,460,0
7,210001649795,30.0,2,8,1,1,257,0,17000.0,4995,0
7,120001615761,50.0,2,8,3,1,278,0,459283.0,2785,0
6,250001610675,41.0,2,8,3,1,301,0,1125676.71,3162,0
7,150001619628,40.0,2,8,3,1,131,0,485000.0,3479,0
6,40001609254,37.0,2,8,3,3,132,0,3500.0,1652,0
7,50001647041,59.0,2,8,9,3,257,0,1660659.58,14101,0
7,130001619028,29.0,2,7,1,1,394,0,200.31,2841,0
8,70001600893,42.0,2,8,3,1,114,0,458802.43,1258,0
6,130001607636,48.0,4,8,3,1,131,0,249154.2,1213,0
6,60001668627,38.0,4,6,1,1,243,0,24000.0,150,0
6,40001609257,56.0,4,8,1,3,266,0,4500.0,260,0
7,130001613023,48.0,2,8,3,1,999,0,748399.9400000001,2868,0
6,100001713827,34.0,4,6,3,3,606,0,5000.0,57,0
6,70001654170,58.0,2,7,1,1,297,0,38000.0,339,0
6,50001609362,63.0,4,8,1,1,999,0,184818.61,204,0
7,100001619972,48.0,2,6,3,1,536,0,75000.0,349,0
7,90001605388,41.0,2,8,1,3,126,0,38161.72,2005,0
7,250001610199,43.0,2,8,3,3,233,0,518600.0,16804,0
6,90001651354,32.0,2,7,3,1,277,0,770406.57,51597,0
6,130001612793,56.0,2,6,1,2,999,0,45000.0,631,0
7,10001642325,45.0,2,8,1,1,257,0,130000.0,682,0
6,190001619233,48.0,2,8,3,1,297,0,526266.1799999999,1144,0
6,190001603073,61.0,4,7,9,6,169,0,64672.83,1342,0
6,130001613222,46.0,2,8,3,3,114,0,2340000.0,52,0
7,250001614884,51.0,2,8,3,1,131,0,675090.33,2200,0
7,250001619340,45.0,2,8,3,1,107,0,530000.0,1599,0
7,50001606394,64.0,2,8,3,2,296,0,232491.15,14857,0
6,250001610683,48.0,4,8,3,1,257,0,133853.02,502,0
7,260001646914,52.0,4,8,9,3,171,0,5827609.960000001,2892,0
6,270001726081,43.0,4,4,1,2,169,0,90000.0,55,0
7,30001648133,46.0,2,8,1,1,257,0,135000.0,1300,0
7,40001643448,58.0,4,6,1,3,601,0,82000.0,32,0
8,70001676686,63.0,4,6,1,3,999,0,485409.0,58,0
7,210001611296,57.0,2,6,1,1,602,0,1575000.0,693,0
7,130001619077,56.0,2,8,7,1,117,0,50000.0,223,0
6,220001635974,32.0,2,6,1,3,257,0,2590.62,24286,0
7,90001651126,31.0,2,8,3,1,131,0,155000.0,1806,0
7,240001644775,32.0,4,8,1,1,169,0,122000.0,697,0
7,190001638495,57.0,2,8,3,1,277,1,169949.48,63603,1
7,90001614650,33.0,4,6,1,3,581,0,0.0,47,0
6,160001716322,70.0,2,4,3,3,257,0,100000.0,957,0
7,50001620135,36.0,2,6,1,3,999,0,44000.0,42,0
7,150001643183,61.0,4,8,3,1,142,0,78657.79000000001,1684,0
6,50001619847,51.0,4,6,3,3,581,0,275000.0,1107,0
6,90001605336,56.0,2,8,3,1,277,0,405000.0,30411,0
7,30001607449,47.0,4,8,3,3,999,0,900000.0,2434,0
7,250001639566,36.0,2,8,3,1,278,0,79000.0,7990,0
7,60001608946,45.0,2,8,3,1,257,0,715864.08,36949,1
7,130001607504,56.0,2,7,3,3,234,0,415487.66,1608,0
7,170001619692,45.0,4,8,1,1,125,0,124273.47,297,0
7,250001606235,56.0,2,8,3,1,111,0,2296017.23,32880,0
7,210001605742,64.0,2,8,3,1,923,0,1002546.45,1492,0
7,240001643354,40.0,2,8,3,1,278,0,251702.7,4886,0
7,60001635814,56.0,4,8,3,1,999,0,350000.0,3006,0
7,50001606430,76.0,2,8,3,3,257,0,730000.0,19082,0
7,80001602768,44.0,4,6,3,3,169,0,25000.0,1126,0
7,160001622193,60.0,2,6,3,1,297,0,31000.0,1750,0
7,210001601947,49.0,2,7,9,3,257,0,300000.0,2695,0
6,60001603476,40.0,2,8,9,1,278,0,976170.92,17320,0
6,120001613515,31.0,2,8,1,1,257,0,464537.45,26683,0
7,50001614674,52.0,2,7,3,3,999,0,438054.52,65,0
7,240001645231,29.0,2,7,3,1,171,0,9356.0,3263,0
7,190001613639,41.0,2,8,3,1,131,0,63000.0,1076,0
6,250001602058,33.0,4,8,9,2,999,0,64.23,1530,0
7,190001620476,24.0,2,7,1,1,931,0,56764.67,54851,1
7,240001643368,49.0,2,3,3,1,257,0,380000.0,99,0
6,100001602016,54.0,2,6,9,3,257,0,350000.0,2196,0
7,160001623131,57.0,2,8,3,1,277,1,614514.73,97681,1
7,190001612184,40.0,2,8,3,1,257,0,575000.0,775,0
7,90001653175,53.0,2,7,3,3,257,0,550000.0,10768,0
7,250001621737,36.0,2,7,1,1,999,0,210224.69,19605,0
7,170001609864,47.0,2,8,3,3,131,0,467580.0,14839,0
7,250001620635,46.0,2,8,3,1,298,0,329500.0,3255,0
7,150001612059,48.0,2,6,3,1,257,0,1177756.23,9859,0
7,130001605835,46.0,2,6,3,2,257,0,930710.0,17142,0
7,170001620365,48.0,2,8,1,3,297,0,71000.0,403,0
6,130001613347,31.0,4,8,1,1,278,0,20171.18,5487,0
